"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Dorena Lake Inflow","14155500	","Oregon","Streamflow","Lane","685","43.7929","-122.99147","170900020205	",,"3-14-2024, 12:19 PM MDT"
"Dorsey Basin","453	","Nevada","SNOTEL","Elko","7903","40.89343","-115.21104","160401010604	",,"3-14-2024, 12:19 PM MDT"
"Dove Creek Canal","CO0042	","Colorado","Streamflow","Montezuma","6920","37.512","-108.5901","140802020105	",,"3-14-2024, 12:19 PM MDT"
"Downie Slide Lower","2A27	","British Columbia","Snow Course/Aerial Marker","	","3215","51.50834","-118.52528","170200200000	",,"3-14-2024, 12:19 PM MDT"
"Downie Slide Upper","2A29	","British Columbia","Snow Course/Aerial Marker","	","5348","51.50834","-118.55917","170200200000	",,"3-14-2024, 12:19 PM MDT"
"Draw Creek","454	","Nevada","SNOTEL","Elko","7332","41.661","-115.3234","160401010403	",,"3-14-2024, 12:19 PM MDT"
"Drews","11338500	","Oregon","Reservoir","Lake","4827","42.12137","-120.61707","180200010104	",,"3-14-2024, 12:19 PM MDT"
"Driggs","2676	","Idaho","ACIS","Teton","6120","43.73333","-111.11666","170402040204	",,"3-14-2024, 12:19 PM MDT"
"Dry Basin","11G14	","Idaho","Snow Course/Aerial Marker","Franklin","7880","42.26476","-111.60044","160102020402	",,"3-14-2024, 12:19 PM MDT"
"Dry Bread Pond","455	","Utah","SNOTEL","Cache","8302","41.41289","-111.5377","160102030101	",,"3-14-2024, 12:19 PM MDT"
"Dry Creek","1243	","Nevada","SNOTEL","Elko","6555","40.8638","-115.22014","160401010601	",,"3-14-2024, 12:19 PM MDT"
"Dry Creek","15J03	","Nevada","Snow Course/Aerial Marker","Elko","6500","40.86208","-115.22078","160401010601	",,"3-14-2024, 12:19 PM MDT"
"Dry Fork","13F20	","Idaho","Snow Course/Aerial Marker","Butte","7220","43.58327","-113.67818","170402180605	",,"3-14-2024, 12:19 PM MDT"
"Dry Fork","906	","Utah","SNOTEL","Salt Lake","7093","40.56533","-112.17343","160202040106	",,"3-14-2024, 12:19 PM MDT"
"Dry Lake","457	","Colorado","SNOTEL","Routt","8271","40.5337","-106.7814","140500010409	",,"3-14-2024, 12:19 PM MDT"
"Dubois","2715	","Wyoming","ACIS","Fremont","6960","43.56666","-109.63333","100800010105	",,"3-14-2024, 12:19 PM MDT"
"Dubois Experiment Stn","2707	","Idaho","ACIS","Clark","5450","44.25","-112.2","170402140401	",,"3-14-2024, 12:19 PM MDT"
"Duchesne Feeder Canal","UT0005	","Utah","Streamflow","Duchesne","5400","40.1779","-110.3019","140600030406	",,"3-14-2024, 12:19 PM MDT"
"Duchesne R ab Knight Diversion","09279150	","Utah","Streamflow","Duchesne","5840","40.27051","-110.44266","140600030402	",,"3-14-2024, 12:19 PM MDT"
"Duchesne R at Myton","09295000	","Utah","Streamflow","Duchesne","5061","40.20024","-110.06376","140600031502	",,"3-14-2024, 12:19 PM MDT"
"Duchesne R nr Randlett","09302000	","Utah","Streamflow","Uintah","4756","40.21028","-109.78139","140600031505	",,"3-14-2024, 12:19 PM MDT"
"Duchesne R nr Tabiona","09277500	","Utah","Streamflow","Duchesne","6190","40.30023","-110.60238","140600030206	",,"3-14-2024, 12:19 PM MDT"
"Duchesne Tunnel Near Kamas, Utah","09272500	","Utah","Streamflow","Summit","8099","40.5925","-111.00194","160202030102	",,"3-14-2024, 12:19 PM MDT"
"Dugway","2167	","Utah","SCAN","Tooele","4314","40.16591","-113.02007","160203061009	",,"3-14-2024, 12:19 PM MDT"
"Dulce","2608	","New Mexico","ACIS","Rio Arriba","6790","36.95","-107","140801010505	",,"3-14-2024, 12:19 PM MDT"
"Dull Center 1 SE","2725	","Wyoming","ACIS","Converse","4420","43.41666","-104.95","101201030301	",,"3-14-2024, 12:19 PM MDT"
"Duncan Lake No. 2","2D07A	","British Columbia","Snow Course/Aerial Marker","	","2067","50.25417","-116.96584","170101090000	",,"3-14-2024, 12:19 PM MDT"
"Duncan R bl Duncan Dam","008NH126	","British Columbia","Streamflow","	","1870","50.25","-116.93333","170101090000	",,"3-14-2024, 12:19 PM MDT"
"Duncan Ridge","19A16	","Washington","Snow Course/Aerial Marker","Okanogan","5370","48.8571","-119.79574","170200071802	",,"3-14-2024, 12:19 PM MDT"
"Dungeness","943	","Washington","SNOTEL","Clallam","4010","47.87224","-123.0788","171100200301	",,"3-14-2024, 12:19 PM MDT"
"Dungeness R nr Sequim","12048000	","Washington","Streamflow","Clallam","569","48.01426","-123.13268","171100200306	",,"3-14-2024, 12:19 PM MDT"
"Dunkle Hills","49O02	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","2700","63.2679","-149.53967","190205020309	",,"3-14-2024, 12:19 PM MDT"
"Dunn Ck nr Park Valley","10172952	","Utah","Streamflow","Box Elder","6250","41.85853","-113.32722","160203081407	",,"3-14-2024, 12:19 PM MDT"
"Dunoir","09F06	","Wyoming","Snow Course/Aerial Marker","Fremont","8760","43.575","-109.80139","100800010212	",,"3-14-2024, 12:19 PM MDT"
"Dupuyer Ck nr Valier","06095400	","Montana","Streamflow","Pondera","3920","48.23608","-112.3981","100302010504	",,"3-14-2024, 12:19 PM MDT"
"Dupuyer Creek","458	","Montana","SNOTEL","Teton","5750","48.06341","-112.7573","100302010501	",,"3-14-2024, 12:19 PM MDT"
"Dutch Hills","50N03	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","3100","62.6055","-150.85883","190205020903	",,"3-14-2024, 12:19 PM MDT"
"Dutch Lake","DTL	","California","Snow Course/Aerial Marker","Fresno","9100","37.258","-118.997","180400060206	",,"3-14-2024, 12:19 PM MDT"
"Dworshak Fish Hatchery","2845	","Idaho","ACIS","Clearwater","1000","46.5","-116.3","170603060504	",,"3-14-2024, 12:19 PM MDT"
"Dworshak Reservoir","13340950	","Idaho","Reservoir","Clearwater","1599","46.5152","-116.29493","170603080804	",,"3-14-2024, 12:19 PM MDT"
"Dworshak Reservoir Inflow","13340950	","Idaho","Streamflow","Clearwater","1500","46.51528","-116.29611","170603080804	",,"3-14-2024, 12:19 PM MDT"
"Dynamite Meadow","DYM	","California","Snow Course/Aerial Marker","Siskiyou","5700","41.233","-122.817","180102080201	",,"3-14-2024, 12:19 PM MDT"
"E Poplar R at Intnl Boundary","06178500	","Montana","Streamflow","Lincoln","2411","49","-105.41667","100600030000	",,"3-14-2024, 12:19 PM MDT"
"E Walker R nr Bridgeport","10293000	","California","Streamflow","Mono","6400","38.3277","-119.21488","160503010301	",,"3-14-2024, 12:19 PM MDT"
"E. Fork Chulitna","49O01	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","1770","63.14017","-149.42967","190205020204	",,"3-14-2024, 12:19 PM MDT"
"EF Blacks Fork GS","1163	","Utah","SNOTEL","Summit","9360","40.88472","-110.54056","140401070302	",,"3-14-2024, 12:19 PM MDT"
"EF Carson R nr Gardnerville","10309000	","Nevada","Streamflow","Douglas","5000","38.84491","-119.70462","160502010204	",,"3-14-2024, 12:19 PM MDT"
"EF Sevier R nr Kingston","10189000	","Utah","Streamflow","Piute","6160","38.19637","-112.1477","160300020507	",,"3-14-2024, 12:19 PM MDT"
"EF of Smiths Fork nr Robertson","09220000	","Wyoming","Streamflow","Uinta","8470","41.05411","-110.39849","140401070202	",,"3-14-2024, 12:19 PM MDT"
"Eagle Creek","10C13	","Montana","Snow Course/Aerial Marker","Meagher","7000","46.21965","-110.4306","100402010208	",,"3-14-2024, 12:19 PM MDT"
"Eagle Crest","34J03	","Alaska","Snow Course/Aerial Marker","Juneau","1200","58.2845","-134.53133","190103010710	",,"3-14-2024, 12:19 PM MDT"
"Eagle Lake","2192	","California","SCAN","Lassen","5134","40.6175","-120.72472","180800030305	",,"3-14-2024, 12:19 PM MDT"
"Eagle Lake","51K06	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","1400","59.825","-151.13333","190203010806	",,"3-14-2024, 12:19 PM MDT"
"Eagle Meadow","EGM	","California","Snow Course/Aerial Marker","Tuolumne","7500","38.288","-119.832","180400100204	",,"3-14-2024, 12:19 PM MDT"
"Eagle Nest","2700	","New Mexico","ACIS","Colfax","8260","36.55","-105.26666","110800020102	",,"3-14-2024, 12:19 PM MDT"
"Eagle Nest Lake nr Eagle Nest, NM","07205500	","New Mexico","Reservoir","Colfax","8180","36.53166","-105.22976","110800020105	",,"3-14-2024, 12:19 PM MDT"
"Eagle Plains","36R01	","Yukon","Snow Course/Aerial Marker","	","2330","66.41667","-136.75","190805	",,"3-14-2024, 12:19 PM MDT"
"Eagle R bl Gypsum","09070000	","Colorado","Streamflow","Eagle","6275","39.64943","-106.95366","140100030606	",,"3-14-2024, 12:19 PM MDT"
"Eagle River","36R02	","Yukon","Snow Course/Aerial Marker","	","1115","66.45","-136.71667","190805	",,"3-14-2024, 12:19 PM MDT"
"Eagle Summit","960	","Alaska","SNOTEL","Yukon-Koyukuk","3650","65.48588","-145.41212","190804010801	",,"3-14-2024, 12:19 PM MDT"
"Eagle Tail Ditch","07202500	","New Mexico","Streamflow","Colfax","6097","36.6486","-104.5586","110800010505	",,"3-14-2024, 12:19 PM MDT"
"East Boulder Mine","1105	","Montana","SNOTEL","Sweet Grass","6335","45.50381","-110.08019","100700020701	",,"3-14-2024, 12:19 PM MDT"
"East Canyon Ck nr Jeremy Ranch","10133800	","Utah","Streamflow","Summit","6240","40.75967","-111.56409","160201020103	",,"3-14-2024, 12:19 PM MDT"
"East Canyon Ck nr Morgan","10134500	","Utah","Streamflow","Morgan","5460","40.92245","-111.60715","160201020106	",,"3-14-2024, 12:19 PM MDT"
"East Canyon Reservoir","10134000	","Utah","Reservoir","Morgan","5700","40.92065","-111.60089","160201020106	",,"3-14-2024, 12:19 PM MDT"
"East Chalatna","51R06	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","430","66.448","-151.69845","190901040903	",,"3-14-2024, 12:19 PM MDT"
"East Clear Ck bl Blue Ridge Reservoir","09398300	","Arizona","Streamflow","Coconino","6620","34.5553","-111.18403","150200080303	",,"3-14-2024, 12:19 PM MDT"
"East Creek","11G34	","Idaho","Snow Course/Aerial Marker","Bannock","7090","42.52585","-111.97263","170402080209	",,"3-14-2024, 12:19 PM MDT"
"East Creek","2D08P	","British Columbia","Cooperator Snow Sensors","	","6575","50.63333","-116.91667","170101090000	",,"3-14-2024, 12:19 PM MDT"
"East Eagle","17D19	","Oregon","Snow Course/Aerial Marker","Union","4400","45.3333","-117.31666","170601050106	",,"3-14-2024, 12:19 PM MDT"
"East Fork R.S.","13D01	","Montana","Snow Course/Aerial Marker","Ravalli","5400","45.92242","-113.72588","170102050403	",,"3-14-2024, 12:19 PM MDT"
"East Fork Rock Creek Res","12332500	","Montana","Reservoir","Deer Lodge","6056","46.13051","-113.3805","170102020701	",,"3-14-2024, 12:19 PM MDT"
"East Fork Smiths Fork bl Stateline Res","09219750	","Utah","Streamflow","Summit","9080","40.98919","-110.38379","140401070202	",,"3-14-2024, 12:19 PM MDT"
"East Glacier","2629	","Montana","ACIS","Glacier","4810","48.45","-113.21666","100302010102	",,"3-14-2024, 12:19 PM MDT"
"East Mancos High Line Ditch","CO0005	","Colorado","Streamflow","Montezuma","7834","37.3604","-108.2062","140801070104	",,"3-14-2024, 12:19 PM MDT"
"East Palmer","953	","Alaska","SNOTEL","Matanuska-Susitna","230","61.59858","-149.09637","190204020709	",,"3-14-2024, 12:19 PM MDT"
"East Piute Pass","EPP	","California","Snow Course/Aerial Marker","Fresno","10800","37.235","-118.687","180400060202	",,"3-14-2024, 12:19 PM MDT"
"East R at Almont","09112500	","Colorado","Streamflow","Gunnison","8006","38.66444","-106.8481","140200010210	",,"3-14-2024, 12:19 PM MDT"
"East Rim Divide","460	","Wyoming","SNOTEL","Sublette","7930","43.13097","-110.2023","170401030203	",,"3-14-2024, 12:19 PM MDT"
"East Verde R Div","09507580	","Arizona","Streamflow","Gila","5774","34.41778","-111.26306","150602030202	",,"3-14-2024, 12:19 PM MDT"
"East Willow Creek","461	","Utah","SNOTEL","Grand","8302","39.31213","-109.53179","140600060205	",,"3-14-2024, 12:19 PM MDT"
"Eastland","2130	","Utah","SCAN","San Juan","6837","37.77853","-109.17193","140802030109	",,"3-14-2024, 12:19 PM MDT"
"Eastview Farm","2077	","Tennessee","SCAN","Franklin","1054","35.13905","-86.19113","060300030602	",,"3-14-2024, 12:19 PM MDT"
"Easy Pass","998	","Washington","SNOTEL","Whatcom","5270","48.85933","-121.43895","171100010101	",,"3-14-2024, 12:19 PM MDT"
"Ebbetts Pass","462	","California","SNOTEL","Alpine","8661","38.5497","-119.80468","160502010104	",,"3-14-2024, 12:19 PM MDT"
"Echo Lake","936	","Colorado","SNOTEL","Clear Creek","10694","39.65539","-105.59358","101900020801	",,"3-14-2024, 12:19 PM MDT"
"Echo Peak","463	","California","SNOTEL","El Dorado","7653","38.849","-120.0795","160501010303	",,"3-14-2024, 12:19 PM MDT"
"Echo Reservoir","10131500	","Utah","Reservoir","Summit","5580","40.96373","-111.4324","160201010702	",,"3-14-2024, 12:19 PM MDT"
"Echo Reservoir Inflow","10131500	","Utah","Streamflow","Summit","5440","40.96772","-111.4377","160201010702	",,"3-14-2024, 12:19 PM MDT"
"Echo Summit","20L05	","California","Snow Course/Aerial Marker","El Dorado","7450","38.828","-120.037","180201290301	",,"3-14-2024, 12:19 PM MDT"
"Eden","09214600	","Wyoming","Reservoir","Sweetwater","6709","42.23158","-109.38259","140401040601	",,"3-14-2024, 12:19 PM MDT"
"Edgemont","2557	","South Dakota","ACIS","Fall River","3460","43.3","-103.81666","101201060204	",,"3-14-2024, 12:19 PM MDT"
"Edwards Lake","34O01	","Yukon","Snow Course/Aerial Marker","	","2720","63.7","-134.3","190702	",,"3-14-2024, 12:19 PM MDT"
"Eilertson Meadows","464	","Oregon","SNOTEL","Baker","5510","44.86887","-118.11387","170502030404	",,"3-14-2024, 12:19 PM MDT"
"Ekalaka","2689	","Montana","ACIS","Carter","3430","45.88333","-104.53333","101102011004	",,"3-14-2024, 12:19 PM MDT"
"El Diente Peak","465	","Colorado","SNOTEL","Dolores","10217","37.78607","-108.02235","140300020202	",,"3-14-2024, 12:19 PM MDT"
"El Dorado Mine","13C09	","Montana","Snow Course/Aerial Marker","Granite","7800","46.4338","-113.06208","170102010806	",,"3-14-2024, 12:19 PM MDT"
"El Morro Natl Monument","2785	","New Mexico","ACIS","Cibola","7230","35.05","-108.35","150200040302	",,"3-14-2024, 12:19 PM MDT"
"El Rito","2820	","New Mexico","ACIS","Rio Arriba","6870","36.33333","-106.18333","130201021103	",,"3-14-2024, 12:19 PM MDT"
"El Vado Dam","2837	","New Mexico","ACIS","Rio Arriba","6740","36.6","-106.73333","130201020406	",,"3-14-2024, 12:19 PM MDT"
"El Vado Reservoir","08108060	","New Mexico","Reservoir","Rio Arriba","6900","36.59443","-106.73328","130201020406	",,"3-14-2024, 12:19 PM MDT"
"Elbo Ranch","10F28	","Wyoming","Snow Course/Aerial Marker","Teton","7100","43.66815","-110.59572","170401010608	",,"3-14-2024, 12:19 PM MDT"
"Elbow Lake","910	","Washington","SNOTEL","Whatcom","3040","48.69092","-121.90893","171100040401	",,"3-14-2024, 12:19 PM MDT"
"Eldorado Pass","18E20	","Oregon","Snow Course/Aerial Marker","Malheur","4630","44.34313","-118.08485","170502020302	",,"3-14-2024, 12:19 PM MDT"
"Elephant Butte Reservoir","08108070	","New Mexico","Reservoir","Sierra","4350","33.15422","-107.19177","130202110806	",,"3-14-2024, 12:19 PM MDT"
"Eleven Mile","05L07	","Colorado","Snow Course/Aerial Marker","Park","8590","38.95","-105.53333","101900010307	",,"3-14-2024, 12:19 PM MDT"
"Elevenmile Canyon Reservoir","06016100	","Colorado","Reservoir","Park","8580","38.90453","-105.47683","101900010307	",,"3-14-2024, 12:19 PM MDT"
"Elk Butte","466	","Idaho","SNOTEL","Clearwater","5690","46.83998","-116.12233","170603080701	",,"3-14-2024, 12:19 PM MDT"
"Elk Cabin","921	","New Mexico","SNOTEL","Santa Fe","8239","35.7073","-105.80584","130202010102	",,"3-14-2024, 12:19 PM MDT"
"Elk Horn Springs","13D15	","Montana","Snow Course/Aerial Marker","Beaverhead","7800","45.47072","-113.09773","100200020101	",,"3-14-2024, 12:19 PM MDT"
"Elk Peak","10C07	","Montana","Snow Course/Aerial Marker","Meagher","8000","46.47642","-110.72065","100301030104	",,"3-14-2024, 12:19 PM MDT"
"Elk Peak Alt","1316	","Montana","SNOTEL","Meagher","7801","46.47617","-110.72148","100301030104	",,"3-14-2024, 12:19 PM MDT"
"Elk Peak SC","536	","Montana","SNOLITE","Meagher","8000","46.47642","-110.72065","100301030104	",,"3-14-2024, 12:19 PM MDT"
"Elk R nr Milner","09242500	","Colorado","Streamflow","Routt","6590","40.51472","-106.95333","140500010306	",,"3-14-2024, 12:19 PM MDT"
"Elk River","467	","Colorado","SNOTEL","Routt","8739","40.84758","-106.96861","140500010206	",,"3-14-2024, 12:19 PM MDT"
"Elkhart Park G.S.","468	","Wyoming","SNOTEL","Sublette","9400","43.00657","-109.75893","140401020103	",,"3-14-2024, 12:19 PM MDT"
"Elkhead Ck ab Long Gulch","09246200	","Colorado","Streamflow","Routt","6405","40.59167","-107.32028","140500010606	",,"3-14-2024, 12:19 PM MDT"
"Elkhead Divide","1252	","Colorado","SNOTEL","Routt","8800","40.79637","-107.10113","140500010601	",,"3-14-2024, 12:19 PM MDT"
"Elkhead Reservoir","09246300	","Colorado","Reservoir","Moffat","6398","40.5583","-107.3873","140500010606	",,"3-14-2024, 12:19 PM MDT"
"Elko WB Airport","2573	","Nevada","ACIS","Elko","5050","40.83333","-115.78333","160401011201	",,"3-14-2024, 12:19 PM MDT"
"Ellensburg","2505	","Washington","ACIS","Kittitas","1480","46.96666","-120.55","170300010511	",,"3-14-2024, 12:19 PM MDT"
"Ellery Lake","ELL	","California","Snow Course/Aerial Marker","Mono","9600","37.938","-119.248","180901010401	",,"3-14-2024, 12:19 PM MDT"
"Elliot Ridge","1120	","Colorado","SNOTEL","Summit","10549","39.8638","-106.42473","140100020602	",,"3-14-2024, 12:19 PM MDT"
"Elm Springs 3 ESE","2647	","South Dakota","ACIS","Meade","2650","44.31666","-102.46666","101201110903	",,"3-14-2024, 12:19 PM MDT"
"Elsberry PMC","2220	","Missouri","SCAN","Lincoln","453","39.15306","-90.78278","071100041104	",,"3-14-2024, 12:19 PM MDT"
"Elwha at Mcdonald Bridge","12045500	","Washington","Streamflow","Clallam","200","48.055","-123.58194","171100200512	",,"3-14-2024, 12:19 PM MDT"
"Ely WBO","2631	","Nevada","ACIS","White Pine","6250","39.28333","-114.85","160600081103	",,"3-14-2024, 12:19 PM MDT"
"Emblem","3031	","Wyoming","ACIS","Big Horn","4450","44.5","-108.4","100800110204	",,"3-14-2024, 12:19 PM MDT"
"Embudo Ck at Dixon","08279000	","New Mexico","Streamflow","Rio Arriba","5859","36.21086","-105.91363","130201010909	",,"3-14-2024, 12:19 PM MDT"
"Emerald Lake","EML	","California","Snow Course/Aerial Marker","Fresno","10600","37.183","-118.762","180400060201	",,"3-14-2024, 12:19 PM MDT"
"Emery Creek","469	","Montana","SNOTEL","Flathead","4350","48.43412","-113.93725","170102090703	",,"3-14-2024, 12:19 PM MDT"
"Emigrant Lake","14349000	","Oregon","Reservoir","Jackson","2100","42.16134","-122.60528","171003080102	",,"3-14-2024, 12:19 PM MDT"
"Emigrant Springs","470	","Oregon","SNOTEL","Umatilla","3800","45.55808","-118.45383","170701030501	",,"3-14-2024, 12:19 PM MDT"
"Emigrant Summit","471	","Idaho","SNOTEL","Bear Lake","7390","42.36055","-111.56085","160102020206	",,"3-14-2024, 12:19 PM MDT"
"Emigration Canyon","11G07	","Idaho","Snow Course/Aerial Marker","Bear Lake","6496","42.36467","-111.50605","160102010501	",,"3-14-2024, 12:19 PM MDT"
"Emigration Ck nr SLC","10172000	","Utah","Streamflow","Salt Lake","4870","40.74995","-111.81327","160202040306	",,"3-14-2024, 12:19 PM MDT"
"Emmett 2 E","2942	","Idaho","ACIS","Gem","2390","43.86666","-116.46666","170501220903	",,"3-14-2024, 12:19 PM MDT"
"Empire #2","05K29	","Colorado","Snow Course/Aerial Marker","Clear Creek","9680","39.76666","-105.78333","101900040103	",,"3-14-2024, 12:19 PM MDT"
"Empire Reservoir","06016110	","Colorado","Reservoir","Morgan","4500","40.26667","-104.15","101900031101	",,"3-14-2024, 12:19 PM MDT"
"Encampment R abv Hog Park Ck","06623800	","Wyoming","Streamflow","Carbon","8270","41.01667","-106.81667","101800020407	",,"3-14-2024, 12:19 PM MDT"
"Encampment R nr Encampment","06625000	","Wyoming","Streamflow","Carbon","6970","41.3033","-106.71531","101800020408	",,"3-14-2024, 12:19 PM MDT"
"Enderby","1F04	","British Columbia","Snow Course/Aerial Marker","	","6234","50.66083","-118.93195","	",,"3-14-2024, 12:19 PM MDT"
"English Mountain","ENM	","California","Snow Course/Aerial Marker","Nevada","7100","39.436","-120.525","180201250502	",,"3-14-2024, 12:19 PM MDT"
"Ennis","2793	","Montana","ACIS","Madison","4950","45.35","-111.71666","100200071205	",,"3-14-2024, 12:19 PM MDT"
"Ennis Lake","06040500	","Montana","Reservoir","Madison","4841","45.45068","-111.65947","100200071208	",,"3-14-2024, 12:19 PM MDT"
"Ennis Lake Inflow","06041000	","Montana","Streamflow","Madison","4689","45.49021","-111.63414","100200071501	",,"3-14-2024, 12:19 PM MDT"
"Enterprise","2128	","Utah","SCAN","Iron","5250","37.63343","-113.64324","160300061307	",,"3-14-2024, 12:19 PM MDT"
"Entiat R nr Ardenvoir","12452800	","Washington","Streamflow","Chelan","1561","47.81846","-120.42314","170200100207	",,"3-14-2024, 12:19 PM MDT"
"Ephraim","2126	","Utah","SCAN","Sanpete","5531","39.36798","-111.57803","160300040303	",,"3-14-2024, 12:19 PM MDT"
"Ephraim Tunnel Near Ephraim, UT","09319000	","Utah","Streamflow","Rich","9695","39.31666","-111.41667","140600090203	",,"3-14-2024, 12:19 PM MDT"
"Eros Data Center","2072	","South Dakota","SCAN","Minnehaha","1602","43.73835","-96.61455","101702031402	",,"3-14-2024, 12:19 PM MDT"
"Esperon Cr Middle","2F14	","British Columbia","Snow Course/Aerial Marker","	","4692","50.06778","-119.69473","170200060401	",,"3-14-2024, 12:19 PM MDT"
"Esperon Cr Upper","2F13	","British Columbia","Snow Course/Aerial Marker","	","5413","50.06778","-119.74555","170200060401	",,"3-14-2024, 12:19 PM MDT"
"Essex","2185	","California","SCAN","San Bernardino","2644","34.67235","-115.16693","181001003308	",,"3-14-2024, 12:19 PM MDT"
"Estacada 2 SE","2693	","Oregon","ACIS","Clackamas","410","45.26666","-122.31666","170900110603	",,"3-14-2024, 12:19 PM MDT"
"Esther Island","1071	","Alaska","SNOTEL","Valdez-Cordova","50","60.798","-148.0857","190202011605	",,"3-14-2024, 12:19 PM MDT"
"Ethridge","2820	","Montana","ACIS","Toole","3540","48.56666","-112.13333","100302030403	",,"3-14-2024, 12:19 PM MDT"
"Etna Mountain","ETN	","California","Snow Course/Aerial Marker","Siskiyou","5900","41.4","-123.001","180102080205	",,"3-14-2024, 12:19 PM MDT"
"Eugene WSO Airport","2709	","Oregon","ACIS","Lane","360","44.11666","-123.21666","170900030108	",,"3-14-2024, 12:19 PM MDT"
"Eureka Bowl","ERB	","California","Snow Course/Aerial Marker","Plumas","6800","39.755","-120.72","180201230405	",,"3-14-2024, 12:19 PM MDT"
"Eureka Lake","EUR	","California","Snow Course/Aerial Marker","Plumas","6200","39.762","-120.713","180201230405	",,"3-14-2024, 12:19 PM MDT"
"Eureka Ranger Stn","2827	","Montana","ACIS","Lincoln","2530","48.9","-115.06666","170101010806	",,"3-14-2024, 12:19 PM MDT"
"Evanston 1 E","3100	","Wyoming","ACIS","Uinta","6810","41.26666","-110.95","160101010205	",,"3-14-2024, 12:19 PM MDT"
"Evening Star","472	","Wyoming","SNOTEL","Park","9200","44.65258","-109.78422","100700060301	",,"3-14-2024, 12:19 PM MDT"
"Everett Jr College","2675	","Washington","ACIS","Snohomish","60","47.98333","-122.18333","171100110203	",,"3-14-2024, 12:19 PM MDT"
"Everglades ARS","2051	","Florida","SCAN","Miami-Dade","9","25.5","-80.55","030902061603	",,"3-14-2024, 12:19 PM MDT"
"Ewing Ditch","CO0006	","Colorado","Streamflow","Lake","10419","39.3611","-106.3061","110200010201	",,"3-14-2024, 12:19 PM MDT"
"Exit Glacier","1092	","Alaska","SNOTEL","Kenai Peninsula","400","60.19033","-149.62117","190202020508	",,"3-14-2024, 12:19 PM MDT"
"Exit Glacier","49L18	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","400","60.19033","-149.62117","190202020508	",,"3-14-2024, 12:19 PM MDT"
"Fairbanks WSO Airport","2968	","Alaska","ACIS","Fairbanks North Star","440","64.81666","-147.86666","190803071306	",,"3-14-2024, 12:19 PM MDT"
"Fairfield","2857	","Montana","ACIS","Teton","3980","47.61666","-111.98333","100301040806	",,"3-14-2024, 12:19 PM MDT"
"Fairfield R S","3108	","Idaho","ACIS","Camas","5070","43.35","-114.8","170402200305	",,"3-14-2024, 12:19 PM MDT"
"Fairview Tunnel Near Fairview, UT","09309600	","Utah","Streamflow","San Juan","8660","39.6675","-111.31139","140600070201	",,"3-14-2024, 12:19 PM MDT"
"Faith Creek","46Q06	","Alaska","Snow Course/Aerial Marker","Fairbanks North Star","1750","65.29575","-146.35997","190803090505	",,"3-14-2024, 12:19 PM MDT"
"Fall Creek","11F19	","Idaho","Snow Course/Aerial Marker","Bonneville","6769","43.41252","-111.60082","170402050402	",,"3-14-2024, 12:19 PM MDT"
"Fall Creek","14150900	","Oregon","Reservoir","Lane","834","43.94611","-122.75635","170900010906	",,"3-14-2024, 12:19 PM MDT"
"Fall Creek Reservoir Inflow","14151000	","Oregon","Streamflow","Lane","638","43.94429","-122.77479","170900010906	",,"3-14-2024, 12:19 PM MDT"
"Fallen Leaf","473	","California","SNOTEL","El Dorado","6242","38.93403","-120.0545","160501010401	",,"3-14-2024, 12:19 PM MDT"
"Fallon Experiment Stn","2780	","Nevada","ACIS","Churchill","3970","39.45","-118.78333","160502030306	",,"3-14-2024, 12:19 PM MDT"
"Falls R nr Ashton","13047600	","Idaho","Streamflow","Fremont","5390","44.05611","-111.35861","170402030304	",,"3-14-2024, 12:19 PM MDT"
"Falls River Near Squirrel, ID","13047500	","Idaho","Streamflow","Fremont","5590","44.06667","-111.23333","170402030304	",,"3-14-2024, 12:19 PM MDT"
"Falls River ab Yellowstone Canal","13046995	","Idaho","Streamflow","Fremont","5780","44.06194","-111.15194","170402030304	",,"3-14-2024, 12:19 PM MDT"
"Farewell Gap","FRW	","California","Cooperator Snow Sensors","Tulare","9500","36.412","-118.583","180300070202	",,"3-14-2024, 12:19 PM MDT"
"Farewell Gap","FRW	","California","Snow Course/Aerial Marker","Tulare","9500","36.415","-118.579","180300070202	",,"3-14-2024, 12:19 PM MDT"
"Farm Creek Canal","UT0002	","Utah","Streamflow","Duchesne","6900","40.4098","-110.7572","140600030203	",,"3-14-2024, 12:19 PM MDT"
"Farmington","474	","Utah","SNOTEL","Davis","7902","40.97462","-111.80975","160201020502	",,"3-14-2024, 12:19 PM MDT"
"Farmington Lower","1054	","Utah","SNOTEL","Davis","6779","40.992","-111.81702","160201020502	",,"3-14-2024, 12:19 PM MDT"
"Farnsworth Lake","475	","Utah","SNOTEL","Sevier","9623","38.77246","-111.67662","160300030405	",,"3-14-2024, 12:19 PM MDT"
"Farron","2B02A	","British Columbia","Snow Course/Aerial Marker","	","4003","49.27111","-118.11861","170200010603	",,"3-14-2024, 12:19 PM MDT"
