"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created"
"Larsen Creek","09G06	","Wyoming","Snow Course/Aerial Marker","Sublette","9020","42.58612","-109.08583","101800060101	",,"3-14-2024, 12:19 PM MDT"
"Larsen Creek","1134	","Wyoming","SNOTEL","Sublette","9000","42.5801","-109.0883","101800060101	",,"3-14-2024, 12:19 PM MDT"
"Las Vegas FAA Airport","4856	","New Mexico","ACIS","San Miguel","6870","35.65","-105.15","130600010804	",,"3-14-2024, 12:19 PM MDT"
"Las Vegas WSO Airport","4436	","Nevada","ACIS","Clark","2160","36.08333","-115.16666","150100150505	",,"3-14-2024, 12:19 PM MDT"
"Lasal Mountain","572	","Utah","SNOTEL","San Juan","9578","38.48226","-109.27198","140300050404	",,"3-14-2024, 12:19 PM MDT"
"Lasal Mountain-Lower","09L01	","Utah","Snow Course/Aerial Marker","San Juan","8825","38.48323","-109.2896","140300050404	",,"3-14-2024, 12:19 PM MDT"
"Lasal Mountain-Lower","1215	","Utah","SNOTEL","San Juan","8783","38.48167","-109.29164","140300050404	",,"3-14-2024, 12:19 PM MDT"
"Latham Springs","11E16	","Idaho","Snow Course/Aerial Marker","Fremont","7658","44.46014","-111.14566","170402020303	",,"3-14-2024, 12:19 PM MDT"
"Laurel Draw","573	","Nevada","SNOTEL","Elko","6682","41.77637","-116.02957","170501040202	",,"3-14-2024, 12:19 PM MDT"
"Lava Beds Nat Monument","4838	","California","ACIS","Siskiyou","4770","41.73333","-121.51666","180102041003	",,"3-14-2024, 12:19 PM MDT"
"Lava Creek","11F15	","Idaho","Snow Course/Aerial Marker","Bonneville","7100","43.27527","-111.49932","170402050203	",,"3-14-2024, 12:19 PM MDT"
"Layout Ck Diversion","UT0009	","Utah","Streamflow","Wasatch","7920","40.29704","-111.04868","140600040402	",,"3-14-2024, 12:19 PM MDT"
"Leaburg 1 SW","4811	","Oregon","ACIS","Lane","680","44.1","-122.68333","170900040703	",,"3-14-2024, 12:19 PM MDT"
"Lead","4834	","South Dakota","ACIS","Lawrence","5350","44.35","-103.76666","101202020506	",,"3-14-2024, 12:19 PM MDT"
"Leavenworth 3 S","4572	","Washington","ACIS","Chelan","1130","47.56666","-120.66666","170200110406	",,"3-14-2024, 12:19 PM MDT"
"Leavitt Lake","574	","California","SNOTEL","Mono","9604","38.27594","-119.61281","160503020104	",,"3-14-2024, 12:19 PM MDT"
"Leavitt Meadows","575	","California","SNOTEL","Mono","7198","38.30367","-119.55111","160503020104	",,"3-14-2024, 12:19 PM MDT"
"Lee And Burke Ditch","CO0013	","Colorado","Streamflow","Montezuma","7597","37.3786","-108.2576","140801070102	",,"3-14-2024, 12:19 PM MDT"
"Lee Canyon","1112	","Nevada","SNOTEL","Clark","8626","36.30537","-115.67508","150100150206	",,"3-14-2024, 12:19 PM MDT"
"Lee Canyon #2","15N03	","Nevada","Snow Course/Aerial Marker","Clark","9165","36.30805","-115.69664","150100150206	",,"3-14-2024, 12:19 PM MDT"
"Lee Creek Site Q","13Z08	","Alberta","Snow Course/Aerial Marker","	","4921","49.06372","-113.55667","090400010603	",,"3-14-2024, 12:19 PM MDT"
"Left Hand","05J44	","Colorado","Snow Course/Aerial Marker","Boulder","9900","40.0789","-105.52615","101900050302	",,"3-14-2024, 12:19 PM MDT"
"Lehman","2106	","Texas","SCAN","Cochran","3767","33.62647","-102.7453","120800010301	",,"3-14-2024, 12:19 PM MDT"
"Lehman Ck nr Baker","10243260	","Nevada","Streamflow","White Pine","6700","39.01161","-114.21444","160203010801	",,"3-14-2024, 12:19 PM MDT"
"Leiter 9 N","5506	","Wyoming","ACIS","Sheridan","4200","44.85","-106.28333","100902060505	",,"3-14-2024, 12:19 PM MDT"
"Lemhi R nr Lemhi","13305000	","Idaho","Streamflow","Lemhi","4960","44.94","-113.63917","170602040702	",,"3-14-2024, 12:19 PM MDT"
"Lemhi Ridge","576	","Montana","SNOTEL","Beaverhead","8100","44.9938","-113.44399","100200011106	",,"3-14-2024, 12:19 PM MDT"
"Lemon Reservoir","07M23	","Colorado","Snow Course/Aerial Marker","La Plata","8700","37.45","-107.66667","140801040702	",,"3-14-2024, 12:19 PM MDT"
"Lemon Reservoir","09009070	","Colorado","Reservoir","La Plata","8140","37.38271","-107.66019","140801040703	",,"3-14-2024, 12:19 PM MDT"
"Leo 6 SW","5525	","Wyoming","ACIS","Carbon","6040","42.2","-106.85","101800030401	",,"3-14-2024, 12:19 PM MDT"
"Letterbox","LTT	","California","Snow Course/Aerial Marker","Plumas","5600","39.857","-121.263","180201210605	",,"3-14-2024, 12:19 PM MDT"
"Levelland","2105	","Texas","SCAN","Hockley","3510","33.55125","-102.37392","120500040203	",,"3-14-2024, 12:19 PM MDT"
"Lewis Lake Divide","10E09	","Wyoming","Snow Course/Aerial Marker","Teton","7850","44.20862","-110.66628","170401010104	",,"3-14-2024, 12:19 PM MDT"
"Lewis Lake Divide","577	","Wyoming","SNOTEL","Teton","7850","44.20862","-110.66628","170401010104	",,"3-14-2024, 12:19 PM MDT"
"Lewis Peak","1006	","Nevada","SNOTEL","Lander","7370","40.3572","-116.8647","160401070903	",,"3-14-2024, 12:19 PM MDT"
"Lewis R at Ariel","14220500	","Washington","Streamflow","Cowlitz","44","45.95178","-122.56399","170800020606	",,"3-14-2024, 12:19 PM MDT"
"Lewiston WSO AP","5241	","Idaho","ACIS","Nez Perce","1440","46.38333","-117.01666","170601030307	",,"3-14-2024, 12:19 PM MDT"
"Lewistown 10 S","4978	","Montana","ACIS","Fergus","4910","46.91666","-109.41666","100401030709	",,"3-14-2024, 12:19 PM MDT"
"Lewistown FAA AP","4985	","Montana","ACIS","Fergus","4130","47.06666","-109.45","100401030706	",,"3-14-2024, 12:19 PM MDT"
"Lexington","LXN	","California","Snow Course/Aerial Marker","Plumas","5600","39.68","-121.005","180201250402	",,"3-14-2024, 12:19 PM MDT"
"Libby 32 SSE","5020	","Montana","ACIS","Lincoln","3600","47.96666","-115.21666","170101020107	",,"3-14-2024, 12:19 PM MDT"
"Libby Lodge","06H03	","Wyoming","Snow Course/Aerial Marker","Albany","8750","41.31667","-106.18333","101800100502	",,"3-14-2024, 12:19 PM MDT"
"Libby Reservoir Inflow","12301933	","Montana","Streamflow","Lincoln","2100","48.40079","-115.32072","170101011211	",,"3-14-2024, 12:19 PM MDT"
"Lick Creek","578	","Montana","SNOTEL","Gallatin","6860","45.5041","-110.96625","100200081001	",,"3-14-2024, 12:19 PM MDT"
"Lifton Pumping Stn","5275	","Idaho","ACIS","Bear Lake","5930","42.11666","-111.3","160102010200	",,"3-14-2024, 12:19 PM MDT"
"Lightning Lake","3D02	","British Columbia","Snow Course/Aerial Marker","	","4003","49.03389","-120.84722","171100050401	",,"3-14-2024, 12:19 PM MDT"
"Lightning Ridge","1056	","Utah","SNOTEL","Weber","8215","41.35891","-111.48749","160201020201	",,"3-14-2024, 12:19 PM MDT"
"Lily Lake","579	","Utah","SNOTEL","Summit","9133","40.86493","-110.79813","160101010103	",,"3-14-2024, 12:19 PM MDT"
"Lily Pond","580	","Colorado","SNOTEL","Conejos","11069","37.38028","-106.54823","130100020302	",,"3-14-2024, 12:19 PM MDT"
"Lima","5030	","Montana","ACIS","Beaverhead","6270","44.65","-112.58333","100200011401	",,"3-14-2024, 12:19 PM MDT"
"Lima Reservoir","06012000	","Montana","Reservoir","Beaverhead","6583","44.65699","-112.36882","100200010210	",,"3-14-2024, 12:19 PM MDT"
"Lima Reservoir Inflow","06012500	","Montana","Streamflow","Beaverhead","6530","44.65602","-112.37139","100200011401	",,"3-14-2024, 12:19 PM MDT"
"Lind #1","2021	","Washington","SCAN","Adams","1640","47","-118.56667","170200150807	",,"3-14-2024, 12:19 PM MDT"
"Lindsay","5045	","Montana","ACIS","Dawson","2690","47.23333","-105.15","101000041001	",,"3-14-2024, 12:19 PM MDT"
"Lindsay","581	","Montana","SCAN","Dawson","2871","47.21415","-105.18702","101000041002	",,"3-14-2024, 12:19 PM MDT"
"Little Alps","18E23	","Oregon","Snow Course/Aerial Marker","Baker","6360","44.97033","-118.18278","170502030502	",,"3-14-2024, 12:19 PM MDT"
"Little Antone (Alt.)","18E34	","Oregon","Snow Course/Aerial Marker","Baker","4560","44.97478","-118.11877","170502030502	",,"3-14-2024, 12:19 PM MDT"
"Little Bally Mt. - Aerial Marker","19H04	","Nevada","Snow Course/Aerial Marker","Washoe","6580","41.8342","-119.87161","171200070103	",,"3-14-2024, 12:19 PM MDT"
"Little Bear","582	","Utah","SNOTEL","Cache","6548","41.40562","-111.82607","160102030103	",,"3-14-2024, 12:19 PM MDT"
"Little Bear R at Paradise","10105900	","Utah","Streamflow","Cache","4740","41.57549","-111.85522","160102030105	",,"3-14-2024, 12:19 PM MDT"
"Little Bear Run","04F01	","Wyoming","Snow Course/Aerial Marker","Weston","6245","43.97444","-104.05528","101201070301	",,"3-14-2024, 12:19 PM MDT"
"Little Bighorn R at State Line","06289000	","Montana","Streamflow","Garfield","4400","45","-107.6","100800160204	",,"3-14-2024, 12:19 PM MDT"
"Little Bighorn R nr Hardin","06294000	","Montana","Streamflow","Big Horn","2882","45.73581","-107.55731","100800160505	",,"3-14-2024, 12:19 PM MDT"
"Little Blackfoot R nr Garrison","12324590	","Montana","Streamflow","Powell","4344","46.51965","-112.79338","170102010611	",,"3-14-2024, 12:19 PM MDT"
"Little Camas Flat","15F12	","Idaho","Snow Course/Aerial Marker","Elmore","4954","43.31895","-115.39513","170501130804	",,"3-14-2024, 12:19 PM MDT"
"Little Chena Bottom","46Q05	","Alaska","Snow Course/Aerial Marker","Fairbanks North Star","1100","65.09583","-146.70633","190803060706	",,"3-14-2024, 12:19 PM MDT"
"Little Chena R nr Fairbanks","15511000	","Alaska","Streamflow","Fairbanks North Star","459","64.88569","-147.24965","190803060804	",,"3-14-2024, 12:19 PM MDT"
"Little Chena Ridge","46Q02	","Alaska","Snow Course/Aerial Marker","Fairbanks North Star","2000","65.12423","-146.7339","190803060706	",,"3-14-2024, 12:19 PM MDT"
"Little Chena Ridge","947	","Alaska","SNOTEL","Fairbanks North Star","2000","65.12422","-146.7339","190803060706	",,"3-14-2024, 12:19 PM MDT"
"Little Colorado R ab Lyman Lake","09384000	","Arizona","Streamflow","Apache","6010","34.31449","-109.36232","150200010409	",,"3-14-2024, 12:19 PM MDT"
"Little Colorado R at Woodruff","09394500	","Arizona","Streamflow","Navajo","5130","34.78281","-110.04428","150200020709	",,"3-14-2024, 12:19 PM MDT"
"Little Cottonwood Ck nr SLC","10167500	","Utah","Streamflow","Salt Lake","5080","40.57773","-111.79799","160202040202	",,"3-14-2024, 12:19 PM MDT"
"Little Deschutes R nr La Pine","14063000	","Oregon","Streamflow","Deschutes","4193","43.68901","-121.5028","170703020704	",,"3-14-2024, 12:19 PM MDT"
"Little Elbow Summit Pillow","14Y18	","Alberta","Snow Course/Aerial Marker","	","7300","50.70553","-114.98994","	",,"3-14-2024, 12:19 PM MDT"
"Little Goose","1131	","Wyoming","SNOTEL","Johnson","8870","44.54315","-107.17865","100901010105	",,"3-14-2024, 12:19 PM MDT"
"Little Goose Ck nr Big Horn","06303500	","Wyoming","Streamflow","Sheridan","4860","44.59608","-107.04007","100901010106	",,"3-14-2024, 12:19 PM MDT"
"Little Grassy","583	","Utah","SNOTEL","Washington","6065","37.48631","-113.84582","160300061302	",,"3-14-2024, 12:19 PM MDT"
"Little Laramie R nr Filmore","06661000	","Wyoming","Streamflow","Albany","7610","41.29497","-106.03473","101800100504	",,"3-14-2024, 12:19 PM MDT"
"Little Lost R bl Wet Ck nr Howe","13118700	","Idaho","Streamflow","Butte","5880","44.13861","-113.24528","170402170504	",,"3-14-2024, 12:19 PM MDT"
"Little Lost River Near Howe, ID","13119000	","Idaho","Streamflow","Butte","5700","43.88333","-113.1","170402170704	",,"3-14-2024, 12:19 PM MDT"
"Little Meadows","584	","Oregon","SNOTEL","Linn","4020","44.61297","-122.22565","170900060301	",,"3-14-2024, 12:19 PM MDT"
"Little Meadows AM","20A24	","Washington","Snow Course/Aerial Marker","Chelan","5227","48.19823","-120.89865","170200090203	",,"3-14-2024, 12:19 PM MDT"
"Little Mud River","53P01	","Alaska","Snow Course/Aerial Marker","Yukon-Koyukuk","855","64.7339","-153.0858","190902021701	",,"3-14-2024, 12:19 PM MDT"
"Little Nelchina","46M06	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","2650","61.9818","-147.001","190201021004	",,"3-14-2024, 12:19 PM MDT"
"Little North Santiam R nr Mehama","14182500	","Oregon","Streamflow","Marion","655","44.79151","-122.57897","170900050505	",,"3-14-2024, 12:19 PM MDT"
"Little Oso Div nr Chromo","LOSODVCO	","Colorado","Streamflow","Archuleta","7775","37.07556","-106.81056","140801010604	",,"3-14-2024, 12:19 PM MDT"
"Little Park","11D10	","Montana","Snow Course/Aerial Marker","Gallatin","7400","45.3092","-111.3537","100200080202	",,"3-14-2024, 12:19 PM MDT"
"Little Popo Agie R nr Lander","06233000	","Wyoming","Streamflow","Fremont","5436","42.71663","-108.64345","100800030107	",,"3-14-2024, 12:19 PM MDT"
"Little Red Fox","2155	","Utah","SCAN","Duchesne","5395","40.17957","-110.30464","140600030406	",,"3-14-2024, 12:19 PM MDT"
"Little River","2027	","Georgia","SCAN","Tift","350","31.5","-83.55","031102040105	",,"3-14-2024, 12:19 PM MDT"
"Little Salmon River at Riggins, ID","13316500	","Idaho","Streamflow","Idaho","1760","45.4","-116.31667","170602100505	",,"3-14-2024, 12:19 PM MDT"
"Little Shasta","LSH	","California","Snow Course/Aerial Marker","Siskiyou","6200","41.808","-122.195","180102070301	",,"3-14-2024, 12:19 PM MDT"
"Little Snake R nr Dixon","09257000	","Wyoming","Streamflow","Carbon","6331","41.0283","-107.54923","140500030704	",,"3-14-2024, 12:19 PM MDT"
"Little Snake R nr Lily","09260000	","Colorado","Streamflow","Moffat","5685","40.54858","-108.42426","140500031102	",,"3-14-2024, 12:19 PM MDT"
"Little Snake R nr Slater","09253000	","Colorado","Streamflow","Routt","6830","40.99941","-107.14339","140500030110	",,"3-14-2024, 12:19 PM MDT"
"Little Snake River","1047	","Wyoming","SNOTEL","Carbon","8928","41.07051","-106.94284","140500030103	",,"3-14-2024, 12:19 PM MDT"
"Little Susitna","49M24	","Alaska","Snow Course/Aerial Marker","Matanuska-Susitna","1700","61.77083","-149.2075","190205051202	",,"3-14-2024, 12:19 PM MDT"
"Little Susitna R nr Palmer","15290000	","Alaska","Streamflow","Matanuska-Susitna","917","61.70974","-149.23194","190205051202	",,"3-14-2024, 12:19 PM MDT"
"Little Valley","1242	","Nevada","SNOTEL","Washoe","6493","39.25259","-119.8771","160501020301	",,"3-14-2024, 12:19 PM MDT"
"Little Warm","585	","Wyoming","SNOTEL","Fremont","9370","43.50278","-109.752","100800010212	",,"3-14-2024, 12:19 PM MDT"
"Little Wind R nr Riverton","06235500	","Wyoming","Streamflow","Fremont","4902","42.9975","-108.37542","100800020307	",,"3-14-2024, 12:19 PM MDT"
"Little Wood R ab High Five Ck","13147900	","Idaho","Streamflow","Blaine","5320","43.49306","-114.05722","170402210602	",,"3-14-2024, 12:19 PM MDT"
"Little Wood R nr Carey","13148500	","Idaho","Streamflow","Blaine","4991","43.39","-113.99972","170402210603	",,"3-14-2024, 12:19 PM MDT"
"Little Wood Reservoir","13148200	","Idaho","Reservoir","Blaine","5100","43.4255","-114.02742","170402210602	",,"3-14-2024, 12:19 PM MDT"
"Livingston 12 S","5080	","Montana","ACIS","Park","4870","45.48333","-110.56666","100700020402	",,"3-14-2024, 12:19 PM MDT"
"Livingston FAA AP","5086	","Montana","ACIS","Park","4650","45.7","-110.45","100700020504	",,"3-14-2024, 12:19 PM MDT"
"Livingston-UWA","2114	","Alabama","SCAN","Sumter","144","32.608","-88.19743","031602020404	",,"3-14-2024, 12:19 PM MDT"
"Lizard Head Pass","586	","Colorado","SNOTEL","Dolores","10193","37.79895","-107.92475","140300020201	",,"3-14-2024, 12:19 PM MDT"
"Lobdell Lake","587	","California","SNOTEL","Mono","9249","38.43745","-119.36572","160503020201	",,"3-14-2024, 12:19 PM MDT"
"Lochsa R nr Lowell","13337000	","Idaho","Streamflow","Idaho","1453","46.15083","-115.58722","170603030708	",,"3-14-2024, 12:19 PM MDT"
"Log Cabin B.C.","34K01	","British Columbia","Snow Course/Aerial Marker","	","2900","59.75","-134.96667","190701030000	",,"3-14-2024, 12:19 PM MDT"
"Logan Creek","14A05	","Montana","Snow Course/Aerial Marker","Flathead","4300","48.326","-114.64365","170102100305	",,"3-14-2024, 12:19 PM MDT"
"Logan R nr Logan","10109000	","Utah","Streamflow","Cache","4680","41.74326","-111.78272","160102030307	",,"3-14-2024, 12:19 PM MDT"
"Logan, Hyd Pk & Smithfld Canal at Head","10108400	","Utah","Streamflow","Cache","4858","41.73333","-111.75","160102030307	",,"3-14-2024, 12:19 PM MDT"
"Logger Springs","13G03	","Idaho","Snow Course/Aerial Marker","Cassia","8091","42.14546","-113.73157","170402100203	",,"3-14-2024, 12:19 PM MDT"
"Lolo Pass","588	","Idaho","SNOTEL","Idaho","5240","46.63448","-114.58072","170102051401	",,"3-14-2024, 12:19 PM MDT"
"Loma 1 WNW","5153	","Montana","ACIS","Chouteau","2580","47.93333","-110.51666","100302051205	",,"3-14-2024, 12:19 PM MDT"
"Lone Cone","589	","Colorado","SNOTEL","San Miguel","9755","37.89169","-108.19636","140300030302	",,"3-14-2024, 12:19 PM MDT"
"Lone Mountain","590	","Montana","SNOTEL","Madison","8880","45.27412","-111.42692","100200080201	",,"3-14-2024, 12:19 PM MDT"
"Lone Pine","591	","Washington","SNOTEL","Skamania","3930","46.27143","-121.96288","170800020203	",,"3-14-2024, 12:19 PM MDT"
"Lone Ridge","51M07	","Alaska","Snow Course/Aerial Marker","Kenai Peninsula","1675","61.2375","-151.475","190206011801	",,"3-14-2024, 12:19 PM MDT"
"Lone Tree Reservoir","06016190	","Colorado","Reservoir","Larimer","5150","40.34443","-105.12007","101900060604	",,"3-14-2024, 12:19 PM MDT"
"Lonesome Beaver","1261	","Utah","SNOTEL","Garfield","9410","38.07","-110.77241","140700010301	",,"3-14-2024, 12:19 PM MDT"
"Long Draw Reservoir","05J27	","Colorado","Snow Course/Aerial Marker","Larimer","9980","40.5123","-105.7656","101900070203	",,"3-14-2024, 12:19 PM MDT"
"Long Draw Resv","1123	","Colorado","SNOTEL","Larimer","10008","40.51154","-105.7654","101900070203	",,"3-14-2024, 12:19 PM MDT"
"Long Flat","592	","Utah","SNOTEL","Washington","7982","37.51255","-113.39661","160300061403	",,"3-14-2024, 12:19 PM MDT"
"Long Glacier","44M03	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","4820","61.82214","-144.0777","190201022808	",,"3-14-2024, 12:19 PM MDT"
"Long Lake","1001	","Alaska","SNOTEL","Juneau","850","58.186","-133.83217","190102060505	",,"3-14-2024, 12:19 PM MDT"
"Long Meadow (kings R)","LMD	","California","Snow Course/Aerial Marker","Fresno","8500","37.13","-118.92","180300100603	",,"3-14-2024, 12:19 PM MDT"
"Long Park Ditch","CO0014	","Colorado","Streamflow","Montezuma","8200","37.3976","-108.2041","140801070101	",,"3-14-2024, 12:19 PM MDT"
"Long Tom R nr Noti","14166500	","Oregon","Streamflow","Lane","389","44.04984","-123.42621","170900030107	",,"3-14-2024, 12:19 PM MDT"
"Long Valley","1016	","Idaho","SNOTEL","Valley","4890","44.78835","-116.08878","170501230206	",,"3-14-2024, 12:19 PM MDT"
"Long Valley Jct","593	","Utah","SNOTEL","Kane","7465","37.48756","-112.51458","150100080201	",,"3-14-2024, 12:19 PM MDT"
"Longs Peak","05J22	","Colorado","Snow Course/Aerial Marker","Larimer","10500","40.26667","-105.58333","101900050203	",,"3-14-2024, 12:19 PM MDT"
"Look Eyrie","768	","Alaska","SNOLITE","Southeast Fairbanks","5040","63.32192","-145.59655","190803040504	",,"3-14-2024, 12:19 PM MDT"
"Lookout","594	","Idaho","SNOTEL","Shoshone","5190","47.45749","-115.70457","170103020101	",,"3-14-2024, 12:19 PM MDT"
"Lookout Butte","1298	","Oregon","SNOLITE","Malheur","5730","42.13397","-117.17992","170501060502	",,"3-14-2024, 12:19 PM MDT"
"Lookout Butte AM","17G06	","Oregon","Snow Course/Aerial Marker","Malheur","5740","42.13333","-117.1799","170501060502	",,"3-14-2024, 12:19 PM MDT"
"Lookout Creek nr Blue River","14161500	","Oregon","Streamflow","Lane","1378","44.2","-122.25","170900040403	",,"3-14-2024, 12:19 PM MDT"
"Lookout Mountain","595	","New Mexico","SNOTEL","Sierra","8509","33.36089","-107.83203","150400010402	",,"3-14-2024, 12:19 PM MDT"
"Lookout Peak","596	","Utah","SNOTEL","Salt Lake","8161","40.83731","-111.70965","160202040302	",,"3-14-2024, 12:19 PM MDT"
"Lookout Point","14149000	","Oregon","Reservoir","Lane","929","43.91567","-122.7521","170900010703	",,"3-14-2024, 12:19 PM MDT"
"Lookout Point Reservoir Inflow","14150000	","Oregon","Streamflow","Lane","592","43.94568","-122.8373","170900010703	",,"3-14-2024, 12:19 PM MDT"
"Loomis Park","597	","Wyoming","SNOTEL","Sublette","8240","43.17387","-110.14007","140401010201	",,"3-14-2024, 12:19 PM MDT"
"Los Alamos","5084	","New Mexico","ACIS","Los Alamos","7360","35.86666","-106.31666","130202010203	",,"3-14-2024, 12:19 PM MDT"
"Los Lunas PMC","2169	","New Mexico","SCAN","Valencia","4846","34.7715","-106.76288","130202030604	",,"3-14-2024, 12:19 PM MDT"
"Los Pinos R nr Bayfield","09353500	","Colorado","Streamflow","La Plata","7583","37.38278","-107.57756","140801011401	",,"3-14-2024, 12:19 PM MDT"
"Los Pinos R nr Ortiz","08248000	","New Mexico","Streamflow","Rio Arriba","8040","36.98224","-106.07363","130100050204	",,"3-14-2024, 12:19 PM MDT"
"Lost Chicken Hill","41P05	","Alaska","Snow Course/Aerial Marker","Southeast Fairbanks","2150","64.06342","-141.92315","190705021308	",,"3-14-2024, 12:19 PM MDT"
"Lost Ck Reservoir Inflow","10132490	","Utah","Streamflow","Morgan","6000","41.18467","-111.40048","160201010603	",,"3-14-2024, 12:19 PM MDT"
"Lost Ck nr Croyden","10132500	","Utah","Streamflow","Morgan","5820","41.17639","-111.40556","160201010606	",,"3-14-2024, 12:19 PM MDT"
"Lost Corner Mountain","LCR	","California","Snow Course/Aerial Marker","El Dorado","7500","39.017","-120.215","180201280201	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek","14335040	","Oregon","Reservoir","Jackson","1872","42.67439","-122.67322","171003070300	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek","43N02	","Alaska","Snow Course/Aerial Marker","Valdez-Cordova","3030","62.511","-143.16933","190803011204	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek Lk Inflow","14335001	","Oregon","Streamflow","Jackson","1580","42.65883","-122.6937","171003070300	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek Reservoir","10132490	","Utah","Reservoir","Morgan","6020","41.18489","-111.39987","160201010603	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek Resv","1118	","Utah","SNOTEL","Morgan","6082","41.22155","-111.35947","160201010603	",,"3-14-2024, 12:19 PM MDT"
"Lost Creek South Pillow","14Y20	","Alberta","Snow Course/Aerial Marker","	","7087","50.17389","-114.71","	",,"3-14-2024, 12:19 PM MDT"
"Lost Dog","940	","Colorado","SNOTEL","Routt","9327","40.81557","-106.74833","140500010203	",,"3-14-2024, 12:19 PM MDT"
