OBJ_STATUS_,OBJ_IDENTIF,NAME,MIN_X_AXIS_,MAX_X_AXIS_,MIN_Y_AXIS_,MAX_Y_AXIS_,FCSTGROUP,NWSID,AREA,DESCRIPT,TVA_NUM
"0","594",TRCL1,-90.1743050486,-90.0775208333,30.4389499999,30.4952418096,FGAMCOLA,TRCL1,8.7349628300,Tchefuncte River near Covington (I-12),"-999"
"0","595",ABRL1,-90.0974999999,-89.9647355716,30.4468536687,30.4891458333,FGAMCOLA,ABRL1,12.5243552440,Abita River at Covington (US190),"-999"
"0","596",HOGM6,-90.8420015490,-90.4920833333,32.8004291704,33.1412500000,FGLYAZMS,HOGM6,228.7731527250,Big Sunflower at Holly Bluff,"-999"
"0","597",BDCL1,-92.5057059981,-92.2316875000,30.4830605000,30.7287500000,FGCALCLA,BDCL1,124.8158907690,Bayou Decannes near Eunice,"-999"
"0","598",RIGA4A,-90.0900552873,-89.9097038522,36.0009691093,36.1753396598,FGSTFRAR,RIGA4A,68.6524403680,RIGA4 Storage A,"-999"
"0","599",MLVL1A,-91.8009764221,-91.5952576400,30.7204166666,31.0109981046,FGATCHLA,MLVL1A,126.9434714880,Atchafalaya at Melville Storage A,"-999"
"0","601",KRZL1A,-91.9519616419,-91.7382993066,30.5348148338,31.0190719911,FGATCHLA,KRZL1A,239.8959806070,Atchafalaya at Krotz Springs Storage A,"-999"
"0","602",OFBM6,-88.8345527146,-88.6557566222,30.4115393820,30.5391458333,FGGULFMS,OFBM6,50.0671839240,Old Fort Bayou @ Ocean Springs,"-999"
"0","603",EPPL1,-89.6836598323,-89.5671854040,30.2338605229,30.3954166666,FGLPERLA,EPPL1,43.4644291170,E. Pearl @ Pearlington (US90),"-999"
"0","604",CIGA4,-92.8420833333,-92.4496920437,35.4995833333,35.6704166666,FGLWHIAR,CIGA4,145.7435166010,S.F. Little Red @ Clinton,"-999"
"0","605",AMOK2,-88.4504166666,-88.2211160850,36.4175333501,36.6954166666,FGWESTKY,AMOK2,133.5887721900,Clarks River @ Almo,"-999"
"0","606",MSNA4,-90.7629166666,-90.1190992008,35.0037500000,36.0501722147,FGSTFRAR,MSNA4,730.1141695020,St. Francis River at Madison,"-999"
"0","607",BGKT2,-94.5545833333,-94.2248901792,32.6787500000,32.8433125000,FGUREDLA,BGKT2,104.9553325780,Big Cypress Bayou near Karnack,"-999"
