StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGB,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
03250310,Ref,TRUE,4.3,3.27,38.250533,-83.551059,116.99,12.12,68.8,288.8,118.2,119,11,8,738.5,12,0.083,2,14,11.72,200,428,60.46,31.66,0,0,4.33,31.66,0,4,26,70,0,0.15,0.6,1.49,0.48,2.35,35.9,92.36,75.78,33.93,54.54,11.53,0.43,154.8,301,0.576,10.9,265.2,-0.084,-0.996,0,26.44,32.55,33.27,24.72,1.609633299,23.57,144
03250322,Ref,TRUE,10.9,2.43,38.25496,-83.565933,116.76,12.11,68.9,288.9,118.5,118.5,11,8,738.3,12,0.084,2,13.1,10.95,166.6,428.8,57.57,31.81,0.82,0.25,2.93,31.81,0,4.95,41.88,53.17,0,0.14,0.7,1.47,0.51,2.93,37.37,89.37,73.28,33.69,54.35,11.97,0.4,154.8,292,0.578,13.7,207.4,-0.888,-0.46,0.54,26.42,32.48,33.21,24.62,1.612095613,23.59,166
03251000,Ref,TRUE,324.6,1.37,38.511974,-83.664964,115.46,12.2,69.7,293.5,110.5,119.5,12,8,742.3,12,0.088,2.3,14.3,12.88,587.8,413.4,28.78,62.46,0.02,0.43,1.63,56.37,6.09,7.83,68.62,23.07,0,0.15,0.74,1.45,0.82,5.24,39.26,91.05,80.35,40.04,51.3,8.66,0.37,151.64,265,0.323,5.9,72.2,0.306,0.952,0.09,26.22,32.58,32.73,23.96,1.616992241,23.96,167
03251200,Ref,TRUE,582.7,1.17,38.545069,-83.77989,115.31,12.13,69.4,293.2,110.8,119.9,12,8,741.5,12.2,0.088,2.7,13.6,12.65,628.3,411.7,35.26,56.08,0.01,0.52,1.86,50.83,5.25,7.4,78.98,13.43,0,0.15,0.65,1.47,0.74,5.54,38.14,92.31,81.87,41.92,50.49,7.59,0.35,153.02,264,0.386,6,120.4,-0.506,0.862,0.07,26.1,32.71,32.58,23.97,1.628322403,24.02,184
03252300,Ref,TRUE,399.7,1.78,38.155764,-83.990541,117,12.68,69.1,294.4,108.9,113.2,11,7.2,761.7,11.7,0.08,2.6,12,13.16,434.1,429.8,22.84,66.56,0.01,0.19,1.22,64.84,1.72,15.27,73.8,10.93,0,0.15,0.81,1.44,0.7,5.91,35.99,94.41,85.22,42.21,50.57,7.22,0.35,165.55,289,0.51,4.8,147.1,-0.84,0.543,0.1,27.19,32.09,33.14,24.56,1.577164558,23.64,104
03266500,Ref,FALSE,19,3.14,40.372257,-83.688882,99.01,9.25,69.7,278,125,110.7,11,7,658.2,18,0.128,3,6.5,11.41,230.8,278.4,39.27,50.11,0,0,0,28.07,22.04,8.85,76.64,0,13.45,0.13,1.18,1.6,0.69,4.1,59.92,90.1,67.45,26.22,51.34,22.45,0.36,125.56,417,0.505,4.2,60.2,0.497,0.868,1.16,19.06,26.98,30.98,21.99,2.072195295,25.91,105
03272700,Ref,TRUE,177.5,1.33,39.736346,-84.662038,101.5,10.11,68.2,281.9,122.6,110.2,11,7,684.3,19,0.106,2.3,5.2,13.29,1089.7,355.3,12.6,74.39,0,0,0.64,5.91,68.48,5.09,80.71,0,14.2,0.14,0.82,1.61,0.57,3.64,60,91.58,69.12,26.06,51.86,22.08,0.36,140.54,324,0.587,0.9,94.3,-0.074,0.997,0.32,20.13,29.95,28.8,22.59,2.08018644,26.12,121
03274166,Ref,FALSE,242,1.34,39.482122,-84.782745,106.86,11.01,68.1,284.6,118.1,117.7,11.5,8,715.2,16,0.1,3.2,4.7,13.25,1628.4,330.6,15.87,76.27,0,0.3,0.27,24.27,52.01,59.31,37.34,0,3.33,0.16,0.86,1.58,0.54,4.38,58.63,95.55,73.59,25.83,53.16,21.02,0.36,146.93,292,0.741,2,115.8,-0.435,0.9,0.15,21.78,31.33,30.23,23.49,1.90640046,25.66,143
03276700,Ref,TRUE,98.6,2.8,39.081979,-85.117731,114.21,11.39,69,286.3,117.8,114.1,11,7.3,721.4,14.8,0.095,3,6.1,13.16,1527.7,364.8,49.29,41.76,0,0.14,2.45,17.33,24.43,6.42,72.47,21.11,0,0.15,0.68,1.53,0.49,3.98,54.61,95.53,77.71,33.62,51.08,15.29,0.4,158.72,294,0.873,3.3,115.4,-0.429,0.903,0.35,23.83,33.87,31.72,24.85,1.804444304,25.43,134
03280700,Ref,TRUE,158.2,1.76,37.08564,-83.246271,128.16,12.45,68.8,288,120.9,118.6,11.9,8,734.8,9.8,0.071,2.1,4,10.96,11.9,536.4,81.53,0.11,1.66,0.13,10.03,0.11,0,65,29,6,0,0.13,2.39,1.38,1.1,5.93,38.38,72.83,51.23,21.93,54.35,23.72,0.29,165.95,470,0.432,28.8,308.9,0.628,-0.778,0.02,31.14,35.84,34.64,26.5,1.378576641,22.17,472
03281040,Ref,TRUE,400.9,1.35,37.066909,-83.541557,126.73,12.55,69,289.4,120.3,120.3,12,8,743.1,10.9,0.069,2.9,3.5,11.26,15.8,549.6,88.87,0.72,0.34,1.37,3.79,0.72,0,65,29,6,0,0.13,2.39,1.38,1.1,5.93,38.38,72.83,51.23,21.93,54.35,23.72,0.29,177.5,435,0.392,26.2,209.2,-0.873,-0.488,0.26,30.82,35.15,34.67,26.11,1.41087474,22.3,474
03281100,Ref,TRUE,422.7,1.46,37.047533,-83.747071,128.76,12.62,68.5,289.6,120.4,116.8,11.1,7.7,746.8,10.3,0.058,3,3,11.93,17.3,560,82.89,3.75,0.1,0.67,6.08,3.65,0.1,54.54,24.75,20.59,0,0.14,2.33,1.41,1,5.19,37.85,77.97,59.33,25.33,56.56,18.11,0.32,182.37,369,0.279,23.4,182.6,-0.999,-0.046,0.03,31.44,35.23,34.62,27.52,1.392271029,22.67,420
03281500,Ref,TRUE,1838.2,1.2,37.184611,-83.67764,126.47,12.48,68.5,288.8,120.9,117.4,11.5,7.8,742.2,10.7,0.06,2.8,3.3,11.85,18.5,527.3,82.85,4.34,0.2,0.61,5.74,4.28,0.06,61.79,27.16,10.95,0,0.13,2.34,1.39,1.06,5.67,38.54,74.87,54.26,23.13,55.11,21.76,0.3,176.96,356,0.302,22.2,165.4,-0.968,0.251,0.31,30.73,34.57,34.36,26.81,1.424789068,22.7,526
03282040,Ref,TRUE,201.4,1.6,37.426798,-83.835015,124.77,11.95,67.8,285.1,123.9,117.4,11.2,8,722,12.9,0.047,3,4.9,11.74,49.7,512.9,65.22,13.56,0.2,0.22,13.62,13.51,0.05,67.68,25.95,6.37,0,0.14,1.85,1.38,0.96,5.82,38.94,73.55,54.75,24.01,56.17,19.83,0.27,175.31,335,0.57,10.9,117,-0.454,0.891,0.06,30.3,33.92,33.11,27.43,1.476423304,23.05,207
03282500,Ref,TRUE,170.8,1.47,37.744793,-83.360211,118.56,12.62,68.9,291.3,115.6,117.4,12,8,752.3,10,0.071,2.5,6.8,12.5,28.4,455,77.13,10.56,0.13,0.08,5.53,10.5,0.06,48.09,25.52,26.39,0,0.14,2.36,1.42,0.85,4.74,38.92,80.81,61.56,26.34,55.75,17.91,0.34,164.62,343,0.46,11.4,185.8,-0.995,-0.1,0.02,27.73,32.26,33.34,25.19,1.457615681,23.09,174
03285000,Ref,TRUE,822.3,1.31,37.503178,-84.599586,125.72,12.98,69.1,292,108.8,107.1,10.6,7.2,770.3,10.5,0.059,3,10.2,12.27,233.6,510,41.42,50.08,0.04,0.16,2.19,45.25,4.83,28.15,50.83,17.62,3.4,0.15,1.11,1.42,0.68,5.49,40.09,88.49,76.31,38,51.78,10.21,0.38,192.04,308,0.325,6,101.2,-0.195,0.981,0.4,29.76,35.29,33,27.62,1.478061195,23.25,243
03290000,Ref,FALSE,14.7,2.44,38.285778,-84.960494,116.82,12.29,68,292.6,110.1,110.1,11,7,755.2,12,0.085,2,15,12.35,453,430.1,66.9,22.71,0,1.73,2.77,22.71,0,6,92,2,0,0.13,0.36,1.52,0.53,5.88,33.6,89.95,78.4,45.81,48.03,6.16,0.27,176.16,246,0.592,7.4,48.1,0.668,0.744,0.05,26.32,33.35,32.55,24.61,1.597136679,24.15,71
03291780,Ref,TRUE,71.4,2.31,38.933526,-85.281,114.6,11.64,69.5,287.6,115.6,112.6,11,7,732.5,14,0.091,2.2,10.2,12.02,376.7,413.6,51,44.25,0,0.02,1.37,9.84,34.41,7.47,75.05,17.47,0,0.15,0.67,1.53,0.51,4.25,52.88,95.02,77.51,35.04,50.19,14.76,0.39,163.3,285,0.736,3.5,181.3,-1,-0.023,0.16,23.93,33.87,31.66,25.23,1.731157545,25.36,125
03292460,Ref,TRUE,62.2,2.37,38.447778,-85.341857,121.72,12.16,68.1,290.4,112.6,110.3,11,7,751.2,13.4,0.085,2.1,10.4,12.4,492.7,449.4,40.01,49.13,0.01,0,2.77,46.48,2.64,12.95,76.82,10.22,0,0.15,0.67,1.45,0.82,5.35,46.28,92.28,82.33,41.31,51.88,6.81,0.39,176.53,242,0.521,3.7,211.8,-0.85,-0.527,0.61,27.53,35.32,33.39,25.51,1.664728225,24.58,73
03299000,Ref,TRUE,619.4,1.55,37.50288,-85.078794,130.11,12.75,67.4,286,115.8,110.7,10.8,7.7,764.3,10,0.068,3,10.9,11.91,143.2,547.7,73.01,20.23,0.05,0.05,3.88,15.44,4.79,20.55,61.41,17.29,0.75,0.14,1.29,1.42,0.43,5.64,34.17,80.81,66.39,37.1,50.47,12.43,0.35,200.53,282,0.4,10.4,269.4,-0.011,-1,0.17,31.86,37.04,33.42,27.79,1.467789807,23.36,270
03300000,Ref,FALSE,221.9,2.14,37.637196,-85.113158,125.98,12.86,67.1,286.6,115,103.1,9.9,7,772.1,9.9,0.069,2.9,14.4,12.7,499.3,494.5,33.75,58.94,0.02,0.05,2.53,52.61,6.32,13.93,81.47,4.6,0,0.14,0.59,1.48,0.64,5.88,36.68,92.36,81.95,43.55,49.74,6.71,0.31,195.71,265,0.314,4.5,259.2,-0.187,-0.982,0.14,30.65,35.8,32.47,27.08,1.486768213,23.65,169
03300400,Ref,TRUE,1128.6,1.8,37.764816,-85.070071,123.58,12.9,67.6,289.5,111.6,105.7,10.5,7,775.1,10.5,0.071,2.4,14.3,12.66,744.1,470,50.4,38.89,0.03,0.09,6.32,35.27,3.62,9.51,87.63,2.86,0,0.13,0.48,1.5,0.58,5.88,34.97,91.01,79.93,44.66,48.85,6.49,0.29,190.52,252,0.355,5.1,207.5,-0.887,-0.462,0.21,29.57,35.13,32.42,26.44,1.522178168,23.74,245
03302050,Ref,TRUE,10.7,1.8,38.058666,-85.82896,119.16,13.38,67,292.4,107.6,109,11,7,800.6,10.9,0.073,2,3,11.5,58,412.9,83.21,14.59,0,0,1.15,14.59,0,27.62,68.02,4.36,0,0.14,2.42,1.38,0.47,5.46,40.83,84.78,69.58,29.95,56.08,13.97,0.35,189.61,190,0.412,12.4,208.3,-0.88,-0.474,0.19,27.98,34.51,30.92,25.71,1.573105481,24.28,136
03302110,Ref,TRUE,255.7,1.61,37.827528,-86.008987,123.61,13.14,67,289.2,111.4,107,11,7,789.4,11.1,0.062,3.5,5.2,12.51,303.5,452.4,36.91,48.39,1.21,0.02,0.9,35.99,12.4,80.82,18.86,0.31,0.01,0.17,1.16,1.41,0.49,5.15,58.87,93.08,80.4,35.92,54.23,9.85,0.35,195.96,224,0.526,2.8,343.5,0.959,-0.285,0.3,30.16,35.14,31.14,27.16,1.525108427,23.95,173
03302680,Ref,TRUE,49.6,2.92,38.626027,-86.0317,116.01,12.4,69,283,114.5,114.5,11.9,7,766.7,15,0.086,3,5.9,11.49,185.5,431.8,17.87,71.81,0,0.07,0.05,35.65,36.16,83,13,4,0,0.16,1.24,1.38,0.45,5.55,57.9,92.14,79.18,37.59,53.84,8.57,0.33,178.84,265,0.49,3.5,246.9,-0.392,-0.92,0.06,24.24,34.42,31.4,25.96,1.719317047,24.61,102
03304500,Ref,FALSE,5.6,3.3,37.432154,-84.687406,129.39,12.9,69,291.1,109.9,107.3,10.2,7,759.3,10,0.048,3,7,10.37,61.4,533,75.55,13.67,0,0,8.28,13.67,0,58.22,38.46,1.44,1.87,0.14,1.8,1.38,0.44,5.61,45.8,83.62,69.41,37.28,50.3,12.41,0.34,197.27,378,0.609,10.5,289.4,0.333,-0.943,0,31.25,35.88,33.45,28.99,1.412754795,22.7,133
03307500,Ref,FALSE,47.4,1.29,36.931894,-85.574055,129.79,13.57,69,290.1,109,108.8,11,7,792.2,9,0.056,3,9,11.57,56.4,546.5,71.15,20.54,0,0.14,4.68,17.07,3.47,52.91,44.64,2.45,0,0.13,1.88,1.41,0.48,5.53,47.85,83.41,69.03,34.92,52.86,12.22,0.35,236.04,281,0.493,5.5,269.3,-0.012,-1,0,33.32,35.66,32.75,28.12,1.388260761,23.18,134
03310400,Ref,TRUE,214,1.49,37.39019,-85.870509,131.1,13.47,68,289.6,110.8,104.7,10.8,7,796,10,0.059,3.4,6.8,12.52,156,524.8,60.11,31.29,0.12,0.03,3.8,26.07,5.23,77.23,21.18,1.44,0.16,0.16,1.96,1.41,0.48,5.63,50.87,92.13,66.34,34.48,40.23,25.28,0.34,215.96,238,0.396,5.1,286.8,0.289,-0.957,0.03,32.77,36.91,32.45,28.97,1.434119519,23.56,169
03311600,Ref,TRUE,28.4,1.94,37.127515,-86.200711,130.95,13.49,68,288.9,113.2,110.2,11,7,799.1,10,0.059,2.9,3.9,12.21,235.4,531.2,35.04,59.58,0,0.03,0.71,51.02,8.56,28.52,66.18,4.65,0.65,0.15,1.26,1.47,0.37,3.87,44.43,90.32,75.27,31.04,55.74,13.22,0.39,232.42,206,0.517,2.1,289.2,0.329,-0.944,0.02,33.05,37.07,31.38,29.47,1.432753236,23.88,87
03318800,Ref,TRUE,303.6,1.72,37.487468,-86.381857,131.75,13.34,68,290,108.9,106.7,11,7,796.3,11.8,0.056,3.1,4.2,12.22,179.2,546.3,63.35,25.87,0.01,0.45,5.55,21.17,4.71,54.77,37.09,1.89,6.25,0.15,1.35,1.42,0.59,4.65,40.3,84.04,67.66,25.34,58.14,16.52,0.38,217.77,183,0.456,6.9,238,-0.53,-0.848,0.67,34.04,36.77,30.99,30.02,1.445164589,24.15,147
03327520,Ref,TRUE,410.6,1.58,40.564418,-85.875001,99.76,9.87,70.1,283.1,121.8,111.3,11,7.3,687.6,18.6,0.132,2.8,9,14.44,7339.5,312.5,2.54,89.48,0,0.32,0.6,0.25,89.22,0.86,67.2,0,2,0.15,0.58,1.58,1.91,1.64,60,96.81,80.59,34.51,52.72,12.77,0.38,150.85,255,0.675,0.2,344.7,0.965,-0.264,0.5,18.04,27.27,31.2,23.25,2.055297214,27.04,40
03335700,Ref,FALSE,837.4,1.69,40.521775,-87.245909,96.7,10.19,71,282.8,120.8,108.3,11,7.3,707.7,16.7,0.164,2.1,7.8,13.33,541,281.8,6.45,87.8,0.02,0.03,0.12,3.9,83.9,56.8,16.44,0,26.14,0.17,1.59,1.51,1.22,3.08,59.67,95.45,71.87,24.77,52.39,22.84,0.31,168.56,224,0.547,0.7,147.7,-0.846,0.534,0.19,15.37,27.52,31.23,22.58,2.13285127,27.5,117
03336500,Ref,FALSE,90.9,2.41,40.36614,-87.840651,97.14,10.61,72,286.2,116.9,102.8,11,7,727.3,17,0.159,2,12.6,13.11,1487.6,275.7,1.57,93.24,0,0,0,2.57,90.67,1.68,61.63,11.17,25.26,0.15,0.52,1.45,1.77,1.72,60,97.66,85.73,37.5,52.49,10.02,0.3,169.79,223,0.605,0.5,152,-0.883,0.47,0.13,15.61,27.59,31.16,22.76,2.17025012,27.79,38
03338780,Ref,TRUE,691.6,1.8,40.407991,-87.573511,96.51,10.61,71.4,285.7,118.4,105.9,11,7.1,725.5,17,0.17,2.1,8.6,13.32,932,279.6,2.28,91.33,0.02,0,0.06,1.35,89.98,34.2,34.55,0.1,30.6,0.16,1.12,1.48,1.51,2.42,59.95,96.95,77.82,29.41,53.2,17.4,0.29,169.14,218,0.4,0.5,205.1,-0.906,-0.424,0.11,15.11,27.43,31.59,22.38,2.154015605,27.64,85
03340800,Ref,TRUE,357.7,1.37,39.913215,-86.759,105.19,10.73,70.2,283.4,119.2,108.1,10.9,7,719.2,16.8,0.129,2.7,7.4,13.11,653.5,340.6,6.41,86.35,0,0,1.38,3.03,83.32,29.68,45.65,0,24.2,0.17,1.01,1.57,1.1,2.7,59.79,96.46,73.55,25,53.16,21.84,0.36,166.16,284,0.222,0.9,260.7,-0.162,-0.987,0.11,18.73,29.34,32.55,24.56,2.051151408,26.89,18
03344500,Ref,FALSE,18.3,3.05,39.344942,-88.005335,105.69,11.8,70,290,107.8,98.8,10,6.8,762,14,0.102,2,18.1,12.67,1637.7,318.3,6.79,85.58,0.03,0,0.51,1.02,84.56,6.2,36.92,50.54,3.1,0.18,0.4,1.45,0.65,1.59,60,99.78,92.84,30,63.7,6.3,0.36,187.12,197,0.545,0.2,252.9,-0.295,-0.956,0,19.58,30.08,30.67,25.35,1.870989649,26.73,22
03346000,Ref,TRUE,814.7,1.32,39.268666,-87.918322,106.72,11.86,69.4,288.9,108.2,101.1,10.3,7,764.7,14.1,0.1,2.5,13.8,13.38,1499.7,325,17.15,74.17,0.04,0,0.86,3.79,70.38,10.91,55.42,29.26,2.08,0.18,0.71,1.49,0.68,2.33,60,99.02,84.97,27.41,60.21,12.37,0.39,188.92,182,0.268,0.9,161.5,-0.949,0.317,0.56,19.88,30.71,30.64,25.47,1.853721135,26.68,97
03357330,Ref,TRUE,340.1,1.62,39.887811,-86.587641,104.9,10.92,70.4,283.8,117.4,110.6,11.1,7.3,725.4,16.9,0.125,2.6,5.8,13.34,659.4,339.8,6.19,86.37,0,0.01,1.4,3.97,82.39,33.97,39.47,0.11,25.61,0.16,1.26,1.58,1.35,2.78,59.86,95.15,69.58,24.62,50.32,25.06,0.36,164.49,288,0.161,0.8,266,-0.07,-0.998,0.11,18.88,29.5,31.91,24.59,2.005365091,26.92,31
03357350,Ref,TRUE,7.8,2.04,39.783598,-86.719582,107.1,10.94,71,286.3,116.1,107.3,11,7,726.3,16,0.124,3,8.2,12.96,563.5,353.4,8.1,86.43,0,0,1.18,23.44,62.99,52.96,42.37,0,4.68,0.16,0.87,1.58,0.56,4.08,58.64,95.75,74.68,25.59,54.44,19.97,0.36,167.08,277,0.647,1.4,224.4,-0.714,-0.7,0.44,19.37,30.06,32.7,24.97,1.967200803,26.99,34
03361630,Ref,FALSE,128.8,1.25,39.926219,-85.632215,103.95,10.29,70.8,284.2,118.5,109.1,11,7,699,17.3,0.127,3.2,6.1,14.93,6040.1,360,4.7,87.75,0,0.11,1.42,1.31,86.44,23.02,43.18,0,32.71,0.16,1.42,1.59,1.59,2.28,60,93.91,68.1,24.81,49.66,25.52,0.37,151.18,291,0.389,0.3,278.8,0.154,-0.988,0.61,18.93,29.6,31.41,24,2.036229877,26.54,72
03361632,Ref,FALSE,136.5,0.95,39.925055,-85.640934,104.01,10.3,70.8,284.2,118.4,109.2,11,7,699.5,17.3,0.127,3.2,6.2,14.89,5861.1,359.4,4.75,87.61,0,0.1,1.4,1.34,86.27,24.54,42.44,0,31.91,0.16,1.45,1.59,1.59,2.35,60,93.79,67.83,24.73,49.53,25.74,0.37,151.2,289,0.387,0.3,279.1,0.158,-0.987,0.66,18.94,29.61,31.42,24.03,2.03577867,26.54,75
03364500,Ref,TRUE,237.1,0.89,39.406757,-85.491523,109.62,10.91,71.5,283.2,116.8,111.3,11.4,7.5,716.8,15.6,0.111,3.4,5.3,14.06,2688.2,379.6,8.27,86.75,0,0,0.12,3.53,83.22,37.07,49.82,0,12.48,0.16,1.04,1.57,0.75,3.39,59.23,95.6,73.24,25.76,52.9,21.34,0.36,154.41,290,0.667,0.9,259.1,-0.189,-0.982,0.1,20.96,32.41,31.58,24.74,1.919914748,25.92,126
03366200,Ref,TRUE,24.3,1.69,38.812286,-85.427338,116.78,12.1,69.9,293.2,113.3,111,11,7,754.2,13.5,0.089,3.6,9.9,12.74,1351.8,448.2,52.52,33.92,0.02,0,1.34,11.4,22.52,2.07,26.9,71.03,0,0.16,0.7,1.49,0.46,1.54,59.71,97.78,80.25,23.57,60.09,16.34,0.4,166.47,262,0.566,1.4,250.6,-0.332,-0.943,0.24,24.65,34.21,32.68,25.34,1.705433871,25,53
03366500,Ref,TRUE,755.2,1.99,38.880015,-85.476125,114.76,11.91,69.7,288.1,115.1,111.2,11,7,745.6,14.1,0.089,3.1,9.4,13.11,1255,431,51.67,41.06,0.04,1.31,1.26,11.39,29.67,4.41,57.93,37.5,0,0.15,0.77,1.54,0.38,2.53,59.52,96.34,77.52,25.84,57.76,16.39,0.41,165.44,246,0.544,1.8,252.3,-0.304,-0.953,0.27,23.64,33.55,32.26,25.36,1.72100079,25.08,149
