StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGC,HGD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
08082700,Ref,TRUE,276,2.61,33.279848,-99.582422,65.97,17.76,59.1,314.8,87.6,60.2,7,3.2,1012.2,0.203,0,42.7,12.91,2275.2,38.9,1.86,53.28,0,17.27,22.55,0.91,52.37,0,7.71,69.41,22.88,0.14,0.4,1.52,0.88,6,58.76,97.21,78.54,41.01,41.45,17.54,0.32,180.38,448,0.434,0.5,101.3,-0.196,0.981,9.57,18.51,19.26,18.61,3.023014031,23.4,83
08086150,Ref,TRUE,105.6,2.51,32.74193,-99.359325,69.74,18.32,58,310.4,84.7,59.6,7,3,1016.2,0.166,0,22.7,11.69,436.2,65.6,5.88,0,0,50.4,35.61,0,0,0,7.08,44.69,48.22,0.13,0.73,1.45,1.44,6,40.93,86.83,74.19,38.24,48.95,12.81,0.2,196.35,490,0.417,3.7,106.7,-0.287,0.958,10.66,20.24,19.16,19.7,2.445274513,22.43,187
08086212,Ref,TRUE,1584.8,1.89,32.528368,-99.299861,68.38,18.09,58.5,311.5,85.5,56,6.2,3.4,1007.3,0.169,0,25.7,12.28,832.2,56.9,8.04,3.07,0.01,49.09,34.6,0.22,2.85,0,8.56,40.25,51.2,0.13,0.68,1.46,1.34,5.97,45.89,90.44,75.62,39.9,45.14,14.95,0.23,196.39,480,0.383,3,59.4,0.51,0.86,10.42,18.96,19.38,19.66,2.191035368,22.07,298
08086290,Ref,TRUE,733,1.5,32.475303,-99.051389,70.03,17.93,59,313,86.3,55.9,5.9,3.7,1003.6,0.16,0,20.3,12.73,659.7,61.9,15.56,4.52,0,43.86,29.12,1.01,3.51,0,10.31,51.03,38.66,0.14,0.87,1.49,0.99,5.95,44.63,92.86,67.97,36.57,37.72,25.71,0.25,206.58,452,0.322,2.5,353.1,0.993,-0.12,10.98,19.69,19.65,19.75,2.018475113,21.98,273
08088300,Ref,FALSE,65.5,2.06,33.241229,-98.566907,78.22,17.75,61,313.1,91.2,61.9,7,4,1007.8,0.151,0,23,11.95,807.6,81.5,4.06,20.11,0.01,5.04,62.53,0.56,19.55,0,2.37,65.57,32.06,0.15,0.9,1.46,1.1,6,45.88,94.55,69.32,39.11,35.24,25.65,0.3,231.19,363,0.378,1.2,236.8,-0.548,-0.837,12.08,23.75,20.01,22.38,2.327691867,23.26,74
08088450,Ref,FALSE,252.7,1.99,32.727864,-98.762208,72.75,17.78,60,312.8,86.1,59.8,7,4,1003.7,0.15,0,18.8,12.53,562.4,77.4,20.1,1.87,0,19.08,54.81,0.04,1.83,0,4.67,53.68,41.66,0.14,0.86,1.46,1.06,6,40.83,93.43,69.95,37.16,38.73,24.11,0.26,221.61,398,0.42,2.3,347.4,0.976,-0.218,11.4,21.33,19.5,20.45,2.137229599,22.32,150
08095300,Ref,TRUE,469.7,2.14,31.545459,-97.554072,87.08,18.62,65.3,317.9,77,69.6,8,4,1030,0.07,0.3,25.2,12.25,560.9,122.5,10.35,21.47,0.15,0,61.12,1.77,19.7,0,0,23.79,76.21,0.12,0.88,1.41,1.85,6,35.3,85.83,71.88,38.37,49.47,12.16,0.28,253.1,262,0.485,1.7,96.7,-0.116,0.993,17.29,25.6,20.42,23.81,1.711251992,20.99,202
08099300,Ref,TRUE,697.8,1.66,32.182791,-98.860449,74.96,17.49,59.8,313.8,87.8,59.2,6.8,4,970.9,0.167,0,16,12.45,557,75.5,11.68,26.37,0.01,31.24,23.98,14.18,12.19,0,13.41,67.43,19.16,0.13,1.23,1.55,0.77,5.52,54.58,94.72,59.64,32.22,31.42,36.36,0.24,216.96,469,0.366,1.5,108.5,-0.318,0.948,11.51,21.93,21.25,20.3,2.172589569,21.65,265
08101000,Ref,TRUE,1177.1,1.27,31.507499,-98.153015,78.85,18.07,63.2,315.6,81.9,58.6,6.8,3.6,991.4,0.108,0,16.3,11.86,402.1,85,18.28,3.36,0.02,41.26,34.09,1.56,1.8,0.07,13.55,35.51,50.87,0.13,0.85,1.43,1.65,6,40.38,86.67,69.19,38.56,44.93,16.5,0.26,224.49,378,0.472,3.1,100.2,-0.177,0.984,14.61,23.29,19.95,20.98,1.841907805,20.85,309
08103900,Ref,TRUE,86,3.02,30.909722,-98.114539,81.3,17.99,63.2,314.4,88,66.3,7.4,4,976.8,0.087,0,16,11.99,420.7,97.4,27.61,0.21,0.01,42.43,29.45,0.21,0,0,3,54,43,0.12,0.9,1.41,1.44,6,36.22,84.92,66.26,34.69,49.07,16.24,0.27,228.17,370,0.549,3,91,-0.018,1,15.69,23.08,19.93,22.59,1.791450021,20.06,142
810464660,Ref,FALSE,543.8,1.79,30.79852,-98.049881,83.63,18.35,63.7,317.2,82.3,66.2,7.5,3.9,996.9,0.093,0,15.8,12.16,458.4,104.3,28.78,0.06,0.06,29.93,36.64,0,0.06,0,3.04,52.89,44.07,0.12,0.89,1.41,1.45,6,36.87,85.07,66.71,34.97,49.03,16,0.27,233.38,359,0.468,2,121.9,-0.529,0.849,15.96,23.66,20.82,23.21,1.7025706,19.79,235
08104900,Ref,TRUE,342.6,1.2,30.666373,-97.975477,85.43,18.76,64.2,320.1,77.8,66.2,7.4,4,1018.6,0.088,0,17.4,12.06,490.3,111.1,41.96,0.04,0.44,18.59,29.77,0,0.04,0,5.47,35.82,58.71,0.12,0.75,1.43,1.83,5.75,36.28,85.49,69.46,39.14,46.9,13.96,0.26,237.71,343,0.531,2.4,110.1,-0.344,0.939,16.33,24.51,20.65,23.98,1.583753597,19.71,245
08109700,Ref,TRUE,610.1,1.53,30.414542,-97.119022,91.67,19.64,67.6,329.1,65.5,61.1,6.8,3.5,1064.8,0.023,2,13.3,12.57,270.2,146.1,26.97,35.69,1.42,19,2.66,34.48,1.21,13.6,32.39,14.66,39.35,0.12,3.69,1.49,0.73,5.68,59.8,96.09,50.1,25.28,28.1,46.62,0.29,289.32,142,0.381,1.9,135.4,-0.711,0.703,19.49,25.57,19.37,27.27,1.107918949,19.36,134
08128400,Ref,TRUE,6665.4,1.32,31.721524,-101.716135,46.07,17.39,54.6,310.9,90.1,44.7,5.7,2.7,955.6,0.276,0,3.7,13.31,1223.9,24.6,0.16,6.48,0.04,89.25,0.23,0,6.48,1.23,35.69,26.39,36.69,0.11,1.24,1.45,1.14,5.92,45.21,81.47,65.09,32.83,49.51,17.66,0.25,131.07,810,0.684,1.2,105.2,-0.262,0.965,6.11,10.84,14.49,14.61,3.974731386,21.16,294
08130700,Ref,FALSE,1784.1,1.6,31.158443,-100.87932,53.02,17.83,56.8,311.6,88.9,46.1,5.6,3,969.9,0.231,0,5.9,12.31,706.6,28.2,0.45,0.3,0.01,96.13,0.13,0,0.3,6.18,2.38,23.32,68.12,0.11,1.18,1.4,2.03,5.98,28.27,72.78,55.07,35.1,43.66,21.23,0.21,159.53,747,0.647,2.2,90.9,-0.015,1,7.46,13.64,15.84,16.1,3.592843218,20.6,241
08131400,Ref,TRUE,209.6,1.67,31.198569,-100.375772,57.39,17.97,57.4,311.5,89.4,53.3,6.3,3.9,978.6,0.22,0,12.4,12.33,1044.4,32.4,2.75,0,0.02,96.43,0.17,0,0,0,1,30.43,68.57,0.14,0.65,1.45,3.04,5.99,27.87,79.79,66.44,44.81,40.84,14.35,0.23,174.92,671,0.488,2.1,332,0.883,-0.469,8.11,15.01,17.11,17.21,3.387911728,20.23,164
08133250,Ref,TRUE,520.4,1.56,31.995411,-101.291212,50.31,17.13,52.3,309.1,92.5,42,5.1,2,946.1,0.288,0,18.3,12.44,434.9,24.7,0.24,1.56,0.04,94.54,1.22,0,1.56,0.22,6.11,56.13,37.54,0.11,1.2,1.43,1.05,5.99,43.84,74.81,57.46,32.38,48.1,19.52,0.23,137.99,804,0.59,2,129.2,-0.632,0.775,6.25,12.38,16.35,15.22,3.846502406,21.49,144
08133900,Ref,TRUE,67.5,2.09,31.712799,-100.683441,57.29,17.41,56.2,310.1,94,47,6,3,958.4,0.253,0,10.7,11.72,305.4,35,0.32,0,0.07,98.05,0.28,0,0,0,6.17,52.34,41.49,0.11,1.21,1.43,1.06,5.97,42.78,75.06,57.66,32.42,47.86,19.71,0.23,163.41,717,0.597,4.3,183.9,-0.998,-0.068,7.53,14.51,17.91,17.3,3.594430563,21.45,149
08134230,Ref,TRUE,281.3,2.09,31.713945,-100.590579,57.2,17.51,56.6,310.6,91.3,48,6,3,966.2,0.242,0,9.3,12.06,367.2,35.4,0.98,1.53,0,96.45,0.22,0.07,1.46,0.62,4.92,50.29,44.17,0.11,1.2,1.43,1.11,5.98,41.35,74.41,57.55,32.54,48.17,19.29,0.23,165.45,707,0.608,3.5,169.8,-0.984,0.178,7.69,14.69,17.45,17.36,3.618445846,21.41,189
08150800,Ref,TRUE,557.5,2.22,30.463847,-99.128563,78.16,18.24,60.5,313.6,82.7,54.5,6.2,3.6,975.8,0.154,0,9.8,11.74,382.7,74.5,23.97,1.13,0,65.79,8.18,0.42,0.71,2.79,6.47,27.27,63.46,0.12,1.01,1.45,2.18,6,25.7,82.92,60.88,36.44,40.55,23.01,0.19,238.56,561,0.58,4.6,18.8,0.947,0.322,12.86,21.02,22.48,22.06,1.740887419,19.24,307
08152900,Ref,TRUE,957,2.15,30.351875,-99.280055,80.73,18,61.2,312,85.2,54.4,6.3,3.5,955.9,0.153,0.5,21.7,11.77,613.8,93,21.09,2.06,0.02,66.37,7.34,0.64,1.41,2.37,8.16,16.04,73.43,0.12,0.69,1.44,2.58,6,26.53,84.08,68.14,43.87,40.69,15.44,0.19,259.15,608,0.588,3.5,124.3,-0.563,0.826,13.28,21.52,23.1,22.76,1.408375088,18.79,216
08155200,Ref,TRUE,232.7,1.96,30.255794,-98.034001,89.35,19.37,64.7,327.4,69.7,68.1,7.2,4,1049.3,0.092,0,12,11.59,268.1,106.6,47.03,0,0.06,32.23,12.18,0,0,0,3,54,43,0.12,0.9,1.41,1.44,6,36.22,84.92,66.26,34.69,49.07,16.24,0.27,258.89,338,0.481,4.7,100.5,-0.182,0.983,16.85,24.65,22.61,25.25,1.506406906,19.2,231
08158700,Ref,TRUE,320.3,1.99,30.145496,-98.120787,90.42,19.02,64.1,323.1,73.5,68.1,7,4.1,1026.9,0.099,0,12.3,11.76,318.9,115.8,40.65,0.03,0.04,38.25,17.19,0.03,0,0,2.97,53.77,43.26,0.12,0.9,1.41,1.44,6,36.1,84.78,66.16,34.82,48.98,16.2,0.27,274.7,370,0.426,4.1,123.9,-0.557,0.83,16.44,25.02,23.22,26.04,1.426401404,19.13,242
08158810,Ref,TRUE,31.8,3.14,30.169859,-97.974163,90.81,19.41,65,327.3,68.8,70.3,7.2,4.7,1051.5,0.091,0,12,11.47,543.1,121.5,41.78,0,0.17,31.56,16.3,0,0,0,3,54,43,0.12,0.9,1.41,1.44,6,36.22,84.92,66.26,34.69,49.07,16.24,0.27,264.8,322,0.509,4.1,122.7,-0.541,0.841,17.17,24.94,23.1,25.64,1.459354057,19.18,114
08163500,Ref,TRUE,264.3,2.62,29.550045,-97.058996,102.45,20.58,69.7,333.9,64.1,74.4,7.4,4.9,1104.8,0.077,2.1,26.8,12.69,386,156.2,5.25,69.98,0.05,11.76,2.76,61.16,8.83,1.07,19.85,12.57,66.51,0.15,1.38,1.48,1.2,5.84,51.85,96.9,72.78,37.54,38.64,23.81,0.32,327.58,108,0.449,1.8,160.1,-0.94,0.34,20.17,28.15,24.79,29.33,1.345957346,17.94,107
