StnID,CLASS,UsedInFDCStudy,DRAIN_SQKM,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,T_AVG_BASIN,RH_BASIN,FST32F_BASIN,LST32F_BASIN,WD_BASIN,WDMAX_BASIN,WDMIN_BASIN,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,PERDUN,PERHOR,TOPWET,CONTACT,WB5100_ANN_MM,FORESTNLCD06,PLANTNLCD06,BARRENNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,HGA,HGB,HGC,HGD,HGBD,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEDIAN_M_BASIN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS,WATERWETNLCD06,DJF_PPT7100_CM,MAM_PPT7100_CM,JJA_PPT7100_CM,SON_PPT7100_CM,WB5100_MON_PHASE,JUL_JAN_TMP_DIFF_DEGC,ELEV_RANGE_M_BASIN
02043500,Ref,TRUE,59.8,2.48,36.634057,-76.649246,123.08,14.82,67.8,303,97.1,104.2,10.8,6.8,840.1,4.8,0.068,4.4,1.9,13.42,533.4,420,34.81,28.57,0,7.75,2.71,9.72,18.85,16.11,1.49,36.17,34.32,11.92,0.12,5.49,1.41,0.71,2.08,60,94.88,50.53,25.43,29.53,45.04,0.25,219.29,19,0.667,0.3,71.7,0.314,0.949,19.18,27.88,29.88,35.9,29.42,1.155883273,21.34,15
204382800,Ref,FALSE,160.8,1.44,36.449321,-76.407559,123.03,15.48,69.4,308.7,95.1,104.1,10.7,6.9,865.5,3.3,0.08,5.1,3,16.04,6150.1,411.4,3.84,37.1,0.01,0.96,0.45,6.59,30.51,1.95,0.99,4.56,76.64,15.48,0.18,2.93,1.26,7.82,0.68,60,98.52,60.06,27.5,34.19,38.31,0.2,232.6,4,0.667,0,96.3,-0.11,0.994,53.55,27.54,29.66,36.93,28.89,1.178756404,21.3,6
02044000,Ref,FALSE,100.5,2.1,37.106395,-78.2601,115,13.43,66,291.1,109.3,95.7,9,6.3,785.2,8,0.024,4.9,3.9,13.62,920.7,340.1,72.79,11.93,0.3,4.55,3.81,11.25,0.68,0,91.91,6.5,1.25,0,0.14,1.82,1.39,0.29,5.87,58.36,95.81,63.38,39.39,28.54,32.08,0.27,195.25,157,0.535,3.4,124.4,-0.566,0.825,4.49,26.65,30.03,29.32,29.02,1.351954339,22.58,86
02046000,Ref,TRUE,288.5,1.69,37.095545,-77.737458,115.71,13.83,66.6,290.1,111.6,96.1,9,6,801.7,7,0.034,4.3,5.1,14.1,3347.8,370.2,68.02,15.71,0.19,5.85,3.1,12.73,2.98,0,86.74,7.58,4.37,0,0.14,2.2,1.36,0.41,5.62,57.57,95.03,61.89,36.08,31.04,32.88,0.31,201.06,89,0.51,2.3,110.7,-0.354,0.935,3.91,26.72,30.01,30.49,28.5,1.277086663,22.45,96
02051000,Ref,TRUE,144.8,2.89,37.050393,-78.375075,114.9,13.54,66,292.3,107.1,94.8,9,6,790.7,8,0.018,5,4.8,13.55,1127.7,324.2,70.66,10.39,0.85,7.16,4.34,10.31,0.08,0,83.3,12.87,0.87,0,0.14,1.38,1.34,0.33,5.63,57.92,94.98,75.78,40.52,40.96,18.52,0.38,194.64,163,0.538,3.4,172.6,-0.992,0.129,3.27,27,30.05,28.75,29.11,1.395922299,22.51,106
02051500,Ref,TRUE,1428.7,1.27,36.865484,-78.214119,115.55,13.78,66,292.8,107.9,94.6,8.9,5.9,798.7,6.8,0.03,3.9,5.2,12.67,441.5,352.9,64.99,16.06,0.56,5.45,6.77,15.25,0.82,0,83.94,9.23,2.11,0,0.14,1.74,1.36,0.35,5.57,57.51,95.29,67.27,38.47,34.32,27.21,0.32,202,126,0.488,3.2,134.6,-0.702,0.712,2.2,26.73,29.89,30.09,28.84,1.347612879,22.3,170
02051600,Ref,FALSE,79.9,1.65,36.87105,-77.977277,116.4,13.66,66,290.5,113.2,96.6,9,6,789.3,6.3,0.038,4.3,3,12.56,391.8,380.4,58.72,19.44,0.51,3.71,7.6,17.95,1.49,0,90.1,4.1,5.8,0,0.14,2.62,1.38,0.44,5.68,57.54,95.24,53.74,34.13,24.39,41.48,0.25,204.45,116,0.538,2.5,152,-0.883,0.47,3.5,26.78,29.94,31.08,28.61,1.29291014,22.2,80
02052500,Ref,TRUE,179.5,1.26,36.604973,-77.797085,117.12,14.23,66.2,294.5,108.9,97.5,9,6,814.7,5.4,0.048,4.3,5.1,12.98,307.4,363.4,70.39,13.02,0.12,2.39,5.42,6.79,6.23,0,80.16,6.18,9.1,3.72,0.14,2.7,1.37,0.45,5.18,57.84,94.9,59.74,35.15,29.71,35.13,0.29,215.18,85,0.451,2.3,105.5,-0.267,0.964,3.77,26.87,29.57,32.2,28.47,1.303974114,22.03,82
02053200,Ref,TRUE,583.7,1.52,36.360089,-77.242428,119.78,14.96,66.5,297.3,102.1,103.6,10.2,6.3,844.5,3.9,0.062,5.8,1.6,14.93,1509,386.5,32.78,33.01,0.03,11.27,0.98,6.41,26.6,21.5,12.02,3.96,36.52,26,0.1,6.94,1.45,0.64,2.09,59.64,94.77,44.99,23.03,25.78,51.19,0.2,225.41,21,0.442,0.4,124.4,-0.565,0.825,15.48,27.8,30.25,34.17,27.56,1.28534465,21.43,43
02053800,Ref,TRUE,280.7,1.22,37.106289,-80.25422,108.52,10.82,67.2,276.3,127.4,104.2,10.6,7.4,655.2,12.4,0.069,3,5.3,11.27,52.2,425.1,80.5,12.21,0.02,0.08,0.46,11.12,1.08,1.67,46.19,47.92,0.08,4.15,0.13,2.49,1.38,0.65,5.95,48.94,80.39,52.18,29.07,39.98,30.95,0.27,138.92,695,0.358,18.2,231.9,-0.618,-0.786,0.16,22.88,30.29,28.64,26.64,1.423317984,21.42,777
02055100,Ref,TRUE,30.5,2.16,37.439241,-79.930979,106.1,12.42,66.1,287.5,113.6,110.1,11,7.1,730.7,9,0.068,3.2,10.2,11.44,448.4,357.9,35.41,47.84,0,0,0.48,47.52,0.32,0,40.4,56.23,3.38,0,0.12,1.34,1.38,0.37,5.96,42.24,87.25,70.65,53.21,31.67,15.12,0.34,133.23,429,0.143,8.2,148.2,-0.85,0.528,0.42,23.22,29.51,28.35,25.14,1.383155204,22.04,391
02056900,Ref,TRUE,298.1,1.61,37.060295,-80.00947,114.1,12.33,66.1,285.3,117.4,101.7,10.6,7,724,8.2,0.069,3.3,4.7,11.29,123.7,398.3,65.4,28.59,0.02,0.27,1.22,28.22,0.37,12.04,73.96,13.55,0.44,0,0.14,2.77,1.38,0.47,5.89,55.28,81.5,52.65,29.48,37.24,33.29,0.24,150.08,405,0.172,13.3,125.3,-0.578,0.816,0.09,23.93,31.41,30.58,28.58,1.343593295,21.58,803
02059485,Ref,FALSE,323,1.6,37.351204,-79.680622,116.21,12.96,66.3,290,112.4,106.5,11.1,7.2,754.6,8.4,0.06,3.1,3.8,11.57,121.2,386.7,67.44,25.96,0.04,0.05,0.04,25.74,0.22,0,80.8,18.97,0.19,0.05,0.15,2.6,1.38,0.52,5.98,56.25,89.02,56.87,31.62,35.05,33.34,0.24,147.45,319,0.163,12.4,145.6,-0.825,0.565,0.09,25.58,31.51,30.69,28.46,1.335700799,21.87,627
02059500,Ref,TRUE,485.4,1.41,37.303519,-79.651644,114.91,13.13,66.2,290.7,110.7,105.5,10.9,7.1,762.7,8.2,0.055,3.4,4.4,11.85,164,376,62.42,30.61,0.03,0.21,0.04,30.35,0.26,0,84.88,14.96,0.12,0.03,0.14,2.27,1.38,0.43,5.97,57.05,91.35,59.85,34.7,33.13,32.16,0.25,152.4,294,0.175,10.5,145.9,-0.828,0.561,0.18,25.45,31.21,29.93,28.32,1.346565916,21.92,667
02061000,Ref,FALSE,295.6,2.06,37.429696,-79.511046,121.85,12.65,67.6,289.8,110.5,108.2,11.5,7.5,740.3,8.9,0.063,1.7,0.4,11.53,162.5,404.7,70.54,24.04,0,0.05,0.01,23.42,0.63,0,92.3,7.7,0,0,0.15,2.69,1.37,0.49,5.98,57.87,91,57.82,32.12,33.67,34.21,0.22,160.29,321,0.109,14.9,147.3,-0.842,0.54,0.26,26.35,32.81,32.42,30.39,1.325264408,21.86,1079
02064000,Ref,TRUE,427.8,2.22,37.249654,-78.974921,114.22,13.14,66.1,291.4,104.8,98.9,9.5,6.5,771.4,9,0.035,4.2,4.2,12.52,450.5,367,59.72,28.91,0.2,3.98,2.02,27.99,0.91,0,60.61,34.08,0.91,0,0.14,1.62,1.39,0.36,5.59,53.91,93.73,69.83,37.59,39.74,22.66,0.33,173.92,216,0.291,4.7,154.2,-0.9,0.435,0.79,25.99,30.48,28.91,28.84,1.381110314,22.34,309
02065500,Ref,TRUE,252.6,1.79,37.216088,-78.764821,115.16,13.17,66,292,105.2,100.4,10,7,773.3,8.4,0.036,3.9,4.4,12.78,652.5,344,64.46,22.82,0.5,3.39,2.71,22.28,0.54,0,82.21,12.64,0.51,0,0.14,1.5,1.37,0.3,5.66,57.31,95.51,69.61,40.06,35.02,24.91,0.32,178.28,188,0.479,4.4,159.3,-0.935,0.354,3.24,25.95,30.79,29.3,29.15,1.39773849,22.43,163
02066500,Ref,FALSE,350.4,1.95,37.072761,-78.613314,116.1,13.4,66,292,106.7,99.4,9.7,6.9,783,8.1,0.027,4.1,4.1,13.26,560.6,324.7,62.42,20.47,0.33,3.65,4.63,20.04,0.43,0,69.64,25.93,0.88,0,0.14,1.63,1.4,0.33,5.6,55.37,95.49,67.7,38.58,34.85,26.57,0.3,189.55,156,0.484,3.5,183,-0.999,-0.053,5.72,26.72,30.47,29.45,29.47,1.408369669,22.44,128
02069700,Ref,TRUE,221.1,1.81,36.630532,-80.253208,131.88,12.7,68.8,291.4,107,105.4,11,7,739.7,7.5,0.065,2.9,4.8,11.68,86,521.5,73.99,17.38,0.05,1.06,1.65,17.26,0.11,5.67,68.61,23.33,2.39,0,0.14,2.36,1.38,0.38,5.95,50.92,83.96,57.06,31.73,39.63,28.65,0.27,187.22,409,0.201,12.9,136.2,-0.722,0.692,0.05,28.74,36.16,35.31,31.92,1.340740582,21.57,700
02070000,Ref,TRUE,270.6,2.03,36.662593,-80.075696,124.74,13.04,67.2,290,111.1,105.3,10.9,7,758.1,8.4,0.067,3.7,5.4,11.93,118.7,461.4,74.02,12.91,0.16,2.62,5.46,12.82,0.09,0,84.03,14.86,1.1,0,0.14,1.81,1.39,0.28,5.94,55.72,93.06,63.86,38.22,33.01,28.78,0.28,179.96,321,0.133,8,141,-0.777,0.63,0.25,27.34,33.91,33.59,30.05,1.330732194,21.84,638
02070500,Ref,TRUE,672.6,1.89,36.62796,-80.137702,126.73,13,67.7,290.6,109.2,105,10.8,7,755.1,8,0.065,3.4,5.4,11.9,114,478.3,73.54,14.95,0.09,2.09,4.12,14.87,0.09,1.87,80.69,16.12,1.31,0,0.14,1.96,1.39,0.31,5.95,54.71,90.62,61.97,36.57,34.48,28.95,0.28,182.69,333,0.152,9.2,139.3,-0.758,0.652,0.17,27.8,34.55,34.01,30.53,1.335390134,21.73,759
02074500,Ref,TRUE,288.5,1.68,36.695224,-79.609303,117.3,13.5,66.2,291.4,109.7,108.2,10.8,7,781.6,7.3,0.048,3.2,5.7,12.08,190,385.4,58.68,29.45,0.07,2.01,4.22,29.12,0.33,0,89.72,9.89,0.4,0,0.14,1.67,1.4,0.28,5.78,58.49,96.01,65.83,40.02,30.22,29.76,0.28,181.67,249,0.474,4.6,120.6,-0.509,0.861,0.3,26.84,31.67,30.39,28.42,1.386598067,21.9,211
02077200,Ref,TRUE,121.7,1.56,36.295784,-79.227958,118,14.43,67.6,297.3,100.9,104.5,10,7,821.6,5,0.04,3.6,5,13.28,242,361.5,58.17,24.5,0.09,2.27,9.81,22.49,2.02,0,31.6,62.18,3.99,0,0.14,1.69,1.41,0.47,5.41,48.56,93.62,61.17,31.77,35.3,32.92,0.24,211.01,194,0.612,4,348.5,0.98,-0.199,1.44,27.57,30.59,31.39,28.48,1.359774036,21.96,103
02079640,Ref,TRUE,138.8,1.86,36.750035,-78.355701,114.7,14,66,294.2,105.3,93.7,8.9,6,810,6.5,0.03,3.9,8.9,12.51,357.1,346,63.84,18.34,0.14,4.71,9.33,16.33,2.01,0,75.52,14.19,1.34,0,0.15,1.31,1.33,0.38,5.31,56.96,94.76,77.26,39.67,44.18,16.14,0.4,203.35,121,0.52,3,158.7,-0.932,0.362,1.44,26.4,29.74,29.81,28.76,1.379338092,22.3,102
208111310,Ref,TRUE,288.5,1.31,36.134996,-77.081779,121.44,15.1,66.8,297.1,102.4,108,11,7,845.4,3,0.083,5.9,6.3,14.09,1205.7,394.7,40.92,23.75,0.27,14.71,2.08,4,19.75,4.75,37.84,15.19,33.74,8.16,0.15,2.28,1.44,0.5,2.78,60,98.15,60.32,26.82,35.75,37.44,0.28,233.52,18,0.571,0.2,130.2,-0.645,0.764,12.49,27.58,29.22,36.22,28.43,1.245196783,20.92,28
02081500,Ref,TRUE,428.4,2.03,36.301837,-78.719513,118.9,14.39,68,296.3,102.5,101,10,6.5,819.9,5.1,0.039,3.7,7.6,12.86,416.6,364,56.44,23.24,0.16,2.45,10.49,21.83,1.41,0,44.2,47.32,7.58,0,0.14,1.32,1.41,0.45,4.7,57.05,94.16,69.29,35.61,39.96,24.43,0.31,214.44,150,0.471,2.4,129.4,-0.635,0.773,2.45,27.45,30.77,31.7,28.97,1.350657142,21.76,136
02082770,Ref,TRUE,447.1,1.35,36.194641,-78.175769,117.87,14.53,66.6,295.4,106.6,98.7,9.5,6,825.9,4.8,0.051,3.8,6.4,12.83,329.5,365.5,53.95,24.48,0.18,1.91,7.1,20.98,3.5,1.05,79.31,14.09,2.76,2.25,0.14,1.78,1.41,0.42,5.2,58.78,95.64,59.49,35.49,28.06,36.45,0.24,223.39,93,0.412,2.7,120.4,-0.507,0.862,4.6,27.09,29.68,32.83,28.26,1.320344836,21.57,131
02082950,Ref,TRUE,460.9,1.43,36.345245,-77.946408,118.57,14.75,67,296.6,103.1,99.9,9.9,6,834.2,4.9,0.057,3.7,6.2,12.99,391.2,365,67.44,13.97,0.13,3.43,5.62,9.76,4.21,2.7,70.85,23.78,1.53,0.84,0.13,2,1.42,0.41,5.21,58.43,95.43,59.34,34.46,29.31,36.23,0.26,221.33,82,0.453,2.5,163.9,-0.961,0.277,4.83,27.06,29.64,33.78,28.1,1.324471571,21.75,106
02084160,Ref,TRUE,109,2.08,35.514158,-77.209823,126.5,15.99,67.3,304.6,91,111.2,11.3,7,885.2,2,0.097,5.3,2.9,14.16,291.2,404.6,19.52,41.55,0.09,8.14,5.87,1.69,39.86,1.06,11.93,2.85,46.69,37.34,0.12,5.94,1.4,0.76,0.98,60,94.02,53.43,27.73,30.31,41.96,0.24,247.76,13,0.667,0.1,18.6,0.948,0.319,20.69,28.08,30,38.94,29.47,1.141633914,19.78,18
02084557,Ref,TRUE,56.1,3.02,35.712939,-76.797597,127.11,15.97,68,306.6,92.7,110,11.8,7,883.3,2,0.098,7.4,13.7,14.17,6019.2,421.6,31.4,8.14,0,4.65,3.36,0,8.14,11.64,0.6,1.47,75.45,10.85,0.17,2.82,1.29,6.52,1.51,59.98,99.52,58.95,29.12,30.82,40.06,0.22,245.86,10,0.375,0,94.3,-0.074,0.997,49.39,27.76,30.29,39.22,29.81,1.138483531,20.57,8
02085220,Ref,FALSE,208.1,1.72,36.17416,-79.027824,119.65,14.39,67.6,295.3,102.2,99.6,9.9,6.3,819.9,5,0.037,4.5,6.5,12.42,314.7,383.5,59.76,27.45,0.04,1.33,4.03,26.79,0.66,0,61.08,36.92,2,0,0.14,1.38,1.4,0.47,4.91,57.66,94.21,68.45,35.51,39.21,25.27,0.33,215.88,185,0.587,2.9,109.5,-0.334,0.943,1.35,27.99,31.14,31.58,28.96,1.355843691,21.69,138
02086000,Ref,FALSE,12.3,1.59,36.211223,-78.852743,118.98,14.47,68,296,102,96.6,9.9,6.1,822.4,5.2,0.038,3.8,6.3,11.91,281.2,382.8,67.16,16.96,0.04,2.78,5.2,16.49,0.47,0,80.8,17.2,1.3,0,0.14,1.42,1.4,0.45,5.27,57.89,95.12,67.53,38.26,34.31,27.43,0.3,217.85,153,0.385,4.5,200.2,-0.939,-0.345,3.63,27.41,31.48,31.14,28.97,1.387427393,21.61,109
208650112,Ref,TRUE,3.1,2.71,36.140732,-78.843587,120.28,14.6,68,296,102,101.7,10,7,830.6,6,0.044,4,6,10.43,307.5,379.2,91.55,0.43,0,2.27,3.94,0.43,0,0.23,72.87,18.09,8.14,0,0.14,1.59,1.41,0.55,4.73,57.65,95.59,67.01,36.8,34.95,28.25,0.28,220.99,123,0.595,3.7,123.6,-0.553,0.833,0.03,27.57,31.66,31.89,29.21,1.395046497,21.56,74
02091000,Ref,TRUE,203.4,1.52,35.493078,-77.929634,123.99,15.88,67,301.5,92.7,104,10.9,6.3,883.2,2.1,0.072,4.1,4.5,13.5,271,357.2,13.64,55.53,0.05,4.26,3.87,5.83,49.7,13.92,41.2,9.6,19.47,15.74,0.13,3.08,1.47,0.55,3.01,59.9,98.64,47.44,25.37,23.38,51.25,0.19,247.95,37,0.364,0.8,107.2,-0.296,0.955,16.66,28.66,29.76,36.74,28.82,1.243276585,20.53,55
02092500,Ref,TRUE,447.6,2.75,35.044373,-77.598019,132.17,16.13,67,301.8,94.3,109.8,12,6.7,886,2,0.106,5.1,4.1,13.59,658,425.4,32.53,28.97,0.02,10.12,2.8,0.03,28.95,20.48,19.14,12.99,23.93,21.19,0.13,4.38,1.46,2.72,2.35,59.71,99.05,40.47,20.17,21.17,58.66,0.17,266.28,22,0.349,0.3,94.5,-0.078,0.997,22,29.41,30.31,42.43,30.02,1.129281853,19.75,43
02096846,Ref,TRUE,19.6,2.5,36.008315,-79.183069,119.67,14.54,68,295.8,100.8,106.4,10.1,7,827.3,5,0.038,4.5,6.5,12.17,528.6,399.8,72.94,17.09,0.28,1.78,3.18,17.09,0,0,64,34,2,0,0.14,1.38,1.4,0.48,4.82,57.3,93.86,69.71,35.19,41.16,23.65,0.34,222.22,196,0.453,3.5,212.3,-0.845,-0.534,0.26,28.2,30.63,32.03,28.81,1.319384967,21.56,75
02101000,Ref,FALSE,354.8,2.13,35.399293,-79.693572,121.45,15.39,67,302.5,97,105.8,10.9,6.6,858.2,3.3,0.039,4.3,6.5,13.29,742.2,392.6,65.22,14.86,0.13,3.47,9.17,13.18,1.68,4.86,59.39,33.44,2.31,0,0.13,2.11,1.44,0.46,4.88,57.62,94.29,63.6,32.67,36.83,30.5,0.31,234.49,168,0.437,3,33.6,0.833,0.554,1.11,28.99,29.77,33.94,28.79,1.283612054,20.94,142
02102908,Ref,TRUE,19.7,2.28,35.153215,-79.203883,121.48,16.07,65.7,304.1,92.1,99.1,11,6,894.2,2,0.063,4.7,2,11.91,79.1,360.6,55.17,0,16.54,11.18,6.4,0,0,31,30,35,4,0,0.08,6.01,1.63,0.39,5,60,97.09,29.55,17.56,13.39,69.04,0.14,255.61,106,0.417,3.1,23.5,0.917,0.399,4.58,28.36,28.74,36.29,28.09,1.299646608,20.68,96
02105900,Ref,TRUE,58.9,1.98,34.242808,-78.13102,142.96,16.78,70.8,305.8,92.2,111.2,12,6.1,909.7,1,0.143,5.7,2,14.95,342.4,508.4,50.92,4.4,0,14.16,8.51,0,4.4,19.37,8.28,20.02,6.29,28.4,0.1,7.27,1.55,1.43,2.05,59.73,99.57,25.64,10.75,15.38,73.87,0.13,307.6,17,0.722,0.2,330.7,0.872,-0.489,19.41,31.08,29.74,48.64,33.49,0.812073028,19.1,18
02108000,Ref,TRUE,1569.5,1.47,35.029795,-77.931203,130.55,16.11,67,300.4,95.2,107,11.7,6,886,2,0.105,4.2,3.5,13.53,355.4,401.7,19.51,43.59,0.03,11.6,1.89,0.14,43.45,28.54,26.73,9.89,20.45,12.85,0.12,4.74,1.49,0.91,3.09,59.61,98.81,38.59,20.48,19.06,60.46,0.16,262.74,34,0.549,0.7,147.3,-0.842,0.54,18.99,28.9,30.45,41.91,29.29,1.189870082,19.94,51
02108500,Ref,FALSE,176.4,2.11,34.812465,-78.101932,132.34,16.32,67,299,98.3,108.2,12.1,6,892.1,1.4,0.118,4,3.9,13.62,402.8,424,30.83,34.92,0.49,13.15,2.64,0.52,34.4,21.34,30.79,10.33,17.92,17.63,0.12,4,1.48,0.82,2.89,59.73,98.77,41.95,22.66,20.34,57,0.17,266.35,26,0.447,0.6,138.8,-0.753,0.659,14.38,28.81,30.07,43.58,29.88,1.134431617,19.78,38
02110500,Ref,TRUE,2908.3,1.61,34.21995,-78.600195,133.3,16.6,68.4,304.4,92.2,106.4,11.8,5.9,899.7,1,0.114,4.2,6.5,14.18,1821.8,416.1,28.54,20.56,0.14,10.71,4.94,0.07,20.49,4.94,15.44,13.51,41.96,21.55,0.14,3.7,1.41,2.44,1.45,59.97,99.3,45.48,22.3,24.22,53.48,0.2,298.65,17,0.368,0.2,150.1,-0.867,0.499,30.28,29.62,29.53,43.11,31.03,1.093791225,19.49,38
02111180,Ref,TRUE,131.5,1.48,36.1512,-81.512435,127.02,12.25,70,285,118,119.3,12.2,7.4,705.6,9.1,0.077,3.3,6.3,10.86,15.8,611.3,91.18,4.19,0.03,1.08,0.46,4.17,0.02,0.08,91.59,1.23,7.07,0.03,0.12,3.1,1.45,0.67,5.92,42.33,90.65,50.19,18.3,39.23,42.47,0.22,210.85,603,0.297,22.4,112.2,-0.378,0.926,0.1,27.32,36.32,33.57,29.44,1.31570509,20.61,926
02111500,Ref,TRUE,233.7,1.74,36.276475,-81.277446,129.88,12.28,68.7,283.1,123.5,119.1,12.1,7.4,712.1,9,0.068,3.4,9,11.02,36.9,625.6,81.94,10.53,0.03,1.48,1.35,10.37,0.16,1.42,91.53,5,2.05,0,0.12,2.47,1.41,0.54,5.77,51.34,91.25,54.51,21.79,39.96,38.26,0.24,201.22,531,0.275,18.3,139.3,-0.759,0.652,0.11,27.87,37.09,33.31,31.13,1.295062767,20.95,819
02112120,Ref,TRUE,322.3,2.42,36.349306,-81.092029,127.07,12.42,68.4,284.2,122.4,110.7,11,7.1,721.2,9.5,0.064,2.5,4.5,10.94,52.6,590,79.46,13.65,0.01,1.82,1.52,13.54,0.12,0.53,91.66,4.83,2.94,0,0.13,2.31,1.41,0.51,5.79,51.07,91.57,53.91,24.44,36.37,39.19,0.23,189.34,467,0.187,17.4,160.2,-0.941,0.339,0.13,27.51,36.29,32.69,30.49,1.300791725,21,883
02112360,Ref,TRUE,205.3,2.06,36.407562,-80.892043,125.36,12.77,68,285.5,120.2,109.9,11,7,736.3,9,0.059,3,5,11.61,101.4,544.3,75.15,15.53,0.02,2.21,2.44,15.35,0.18,0.05,79.02,17.85,2.89,0,0.13,2.05,1.41,0.47,5.83,46.1,91.96,54.51,25.03,35.98,38.99,0.24,178.17,424,0.193,12.6,125.3,-0.578,0.816,0.2,28,35,32.76,29.81,1.306346177,21.21,731
02115500,Ref,FALSE,60,2.2,36.176449,-80.599357,118.25,14.33,67,292.2,111.5,108.4,11,7,813.4,6.1,0.044,3.5,6.1,11.81,265.1,392.9,41.1,43.7,0.03,2.64,5.77,43.41,0.29,0,81.47,15.62,1.52,0,0.14,1.52,1.4,0.45,5.46,55.96,95.35,65.22,38.03,31.77,30.21,0.27,190.13,289,0.475,4.3,158.6,-0.931,0.365,0.25,27.91,32.14,30.27,27.99,1.354876858,21.45,139
02118500,Ref,TRUE,400.5,1.51,36.084031,-80.901308,125.61,13.59,67.3,289.8,116,111.7,10.9,7.1,776.5,7.5,0.055,5.5,6.2,11.78,182.2,483,57.03,31.84,0.05,2.32,2.69,31.44,0.39,0.45,87.5,9.94,1.19,0.26,0.14,1.75,1.39,0.51,5.43,57.71,94.34,63.68,34.53,34.42,31.05,0.26,195.19,337,0.24,7.9,112,-0.375,0.927,0.21,28.89,34.26,32.98,29.4,1.323607448,21.24,484
02123567,Ref,TRUE,9,1.89,35.361728,-80.008436,121.82,15.6,67,300.5,99,99.5,10,6,864.9,4.2,0.034,3.9,5.2,11.16,182.8,372.7,93.95,0.67,0,0.91,2.9,0.67,0,0,56.72,42.43,0.86,0,0.14,2.1,1.44,0.4,5.32,36.7,81.08,64.19,31.95,50.94,17.1,0.24,233.42,194,0.61,7.4,276.5,0.113,-0.994,0.23,29.58,30.29,33.62,28.36,1.324770438,20.89,146
02125000,Ref,TRUE,144.5,1.78,35.394171,-80.352907,121.74,15.43,67,299.3,100.8,101.6,10,6,863.8,4.7,0.034,4.1,6.9,11.89,275.9,377.3,44.43,43.49,0.4,0.47,5.58,42.3,1.19,0,73.79,24.55,1.66,0,0.14,1.56,1.42,0.34,5.46,49.41,88.71,71.2,38.19,44.49,17.32,0.33,233.32,198,0.521,3.6,149.3,-0.86,0.511,0.61,29.35,30.69,33.08,28.66,1.338971606,20.94,121
02128000,Ref,TRUE,273.5,1.48,35.525579,-79.839372,120.27,15.39,67.7,301.6,98.5,106.1,10.3,6.6,857.5,4,0.038,4.7,7,12.93,659.3,386,67.38,17.04,0.06,3.24,4.4,16.71,0.33,0,67.42,30.58,2,0,0.14,1.38,1.4,0.45,4.96,56.8,93.48,70.6,36.32,41.28,22.4,0.35,228.33,207,0.446,4,164.2,-0.962,0.272,0.81,28.81,30.38,32.72,28.33,1.307358436,20.97,177
02135300,Ref,TRUE,250.1,2.51,34.242053,-80.385223,119.51,16.57,67,304.7,92.4,105.1,11,6,910.9,1.8,0.06,4.4,4.3,12.55,119.6,317.1,42.53,17.83,0.02,3.41,14.15,5.31,12.52,27.66,24.43,7.44,12.7,27.36,0.1,5.13,1.52,0.64,3.71,60,98.29,32.96,18.96,15.18,65.86,0.14,269.15,86,0.49,2.5,105.3,-0.264,0.964,17.9,29.02,27.45,37.03,25.99,1.3554853,20.02,102
02137727,Ref,TRUE,329.5,2.7,35.637437,-82.178251,130.23,13.18,71,290.6,114.3,113.5,11.9,7.2,737.9,7.1,0.05,3.3,7.2,10.47,20.4,580.9,85.66,7.32,0.03,0.64,1.34,7.12,0.21,0.15,87.95,5.78,5.41,0.71,0.13,2.87,1.41,0.76,5.56,49.51,91.1,53.43,21.33,39.35,39.32,0.23,210.54,565,0.149,22,107.9,-0.307,0.952,0.17,31.25,36.4,32.41,30.53,1.278746334,20.11,1340
02140991,Ref,TRUE,522,2.06,36.002888,-81.725788,129.94,12.64,70,286.7,115.5,126.3,12.7,8,722.7,8.6,0.062,3.4,6.2,10.8,45.3,615.6,91.74,3.38,0.03,1.11,0.63,3.34,0.04,0.11,83.94,11.06,4.59,0.29,0.13,2.94,1.44,0.75,5.67,49.32,90.88,49.63,18.36,38.37,43.27,0.24,225.02,572,0.178,20.5,136.3,-0.723,0.691,0.19,29.09,36.56,34,30.14,1.354293856,20.49,1494
02142000,Ref,TRUE,72.5,2.85,35.996065,-81.222565,131.3,13.09,68.3,288.7,117.6,116.1,11.1,7.2,751.9,8,0.074,4,11,11.12,63.5,537.3,70.38,19.05,0.1,2.71,2.72,18.81,0.24,0,83.86,12.3,2.38,0.92,0.15,1.88,1.38,0.64,5.19,59,94.06,63.72,34.49,34.72,30.79,0.25,191.23,404,0.184,13.9,156.2,-0.915,0.403,0.14,29.3,36.86,35.14,29.94,1.331222645,21.07,414
